Key,EN,ZH
ARBORIUM_PLAQUE,"Here is established, by holy consent of the Conductors,&lt;br&gt;The Memorium of Pharloom.&lt;br&gt;&lt;br&gt;What Is Remembered Is Never Lost.",经指挥家神圣授权，&lt;br&gt;于此建立纺络忆廊。&lt;br&gt;&lt;br&gt;铭记者永存不灭。
WEAVE_WILDS,A rune depicting paths away from Pharloom.,描绘离开纺络通路的符文。
WEB_SHOT_WORKSHOP_PROMPT,Repair the Ruined Tool?,修复损坏工具？
SONGGATE_MAP_GET_MSG,Grand Gate Map,巨扉圣门地图
TUBE_HUB_NOTICE,"Due to unacceptably high injury and unsanctioned deaths, Ventrica travel shall henceforth be denied to all.&lt;br&gt; For Pharloom eternal, a bug who serves must never die.",鉴于伤亡过甚并且非授命死亡，即日起禁止所有虫民使用圣脉枢管。&lt;br&gt;永恒纺络需要活着的仆从。
WEAVE_MAP_GET_MSG,Weavenest Atla Map,织巢地图
SHELLGRAVE,Pilgrim&lt;br&gt;Spare a song for those who lay here silent.&lt;br&gt;By strength abandoned they fell before the final ascent.,朝圣者&lt;br&gt;为长眠于此的无声者歌一曲罢。&lt;br&gt;力竭而堕，未竟登攀。
ABYSS_MAP_GET_MSG,Abyss Map,深渊地图
STEEL_QUEST_SPOT_3,"&lt;hpage&gt;I understand now... The steel child&#8217;s servant grew bold...&lt;hpage&gt;I know what the fleeing bug seeks to call, and their etchings here suggest clear clues to where. &lt;hpage&gt;What they attempt is dangerous, stupid. It can only end badly. I must hurry if I&#8217;m to stop this.",&lt;hpage&gt;我现在明白了……钢铁之子的手下越来越大胆……&lt;hpage&gt;也知道那只逃亡的虫子想召唤什么，这些刻痕明确指出了地点。&lt;hpage&gt;愚蠢又危险的做法，不会有好下场。得赶紧阻止。
WEB_SHOT_WORKSHOP_MSG,An old rune displaying the design for a Weaver weapon.,残破的织者武器设计图。
ABYSS_HARP_MAP,A rune depicting the Abyss.,描绘深渊的符文。
WEAVE_WORKSHOP_SCROLL,"Sister, spider, sat between salt and stone,&lt;br&gt;Build those tools of brilliant mind imagined,&lt;br&gt;Aid us when our Silk has waned.",姊妹，蛛族，坐于盐石之间，&lt;br&gt;铸造智械奇器，&lt;br&gt;助我们于灵丝枯竭之时。
STONE_GATE_NOKEY,An old stone gate with a simple keyhole.,带有简易锁孔的古石门。
WEAVE_HARP_SHELLWOOD,"Sister, spider, husk bound to branch,&lt;br&gt;Watch over these bugs, passing safe,&lt;br&gt;Warded by fear,&lt;br&gt;No longer your meal.",姊妹，蛛族，缚枝之壳，&lt;br&gt;庇佑这些过客安然。&lt;br&gt;以恐惧为甲，&lt;br&gt;不再化作食粮。
CORAL_JUDGE_STORE,"Bug born of Pharloom. You have been chosen.&lt;br&gt; May our Citadel&#8217;s holy gilding harden your soft shell.&lt;page&gt;Stand eternal as our arbiter, that no bug bearing sin shall ever step within our sacred halls.",纺络的虫民，你们已被选中，&lt;br&gt;愿圣堡的鎏金淬硬你们的软壳。&lt;page&gt;作为审判官永远伫立，使罪孽之徒永不得踏入圣殿。
PINSMITH_SIGN,I have departed to pay my respects at the graves within the great wood.&lt;br&gt;- Pinmaster Plinney,我去密林深处的墓园祭拜先灵&lt;br&gt;——针匠普林尼
HARP_MAP_PROMPT,Take the map?,拿取地图？
SLAB_WEAVER_GATE,"Penitent, First of the First.&lt;br&gt;Guilty of the sin of apostasy.&lt;br&gt;Penance by constriction.&lt;br&gt;Absolution denied.",罪人，第一组第一号。&lt;br&gt;犯背信之罪。&lt;br&gt;处以束刑。&lt;br&gt;永不赦免。
CRADLE_CAGE_01,"Weaver, in eighth part, last of their line, frail with age.&lt;br&gt;Tracked and taken in Sandsea Waste.&lt;br&gt;Seven Choristors, nine Envoys lost to task.",第八代织者，末裔，年迈体衰。&lt;br&gt;于沙海荒原追捕擒获。&lt;br&gt;折损七名圣咏使徒，九名特使。
MAGNETITE_OUTCROP,An outcrop of Magnetite.,磁悬岩矿脉
JAIL_ACT3_POCKET,Cloth and materials that could be fashioned into additional pockets.,可缝制附加口袋的布料。
WEAVE_HARP_MOSSTOWN,"Sister, spider, husk bound to moss,&lt;br&gt;Watch over these bugs born low,&lt;br&gt;Raised up by fervour fostered,&lt;br&gt;Born and caught within our web unknowing.",姊妹，蛛族，缚苔之壳。&lt;br&gt;庇佑这些卑微生物。&lt;br&gt;养育于狂热之中，&lt;br&gt;生于罗网而不自知。
WEAVE_PEAK,"Sister, spider, if seeking commune with the creature atop this mount, take the climb above as test, a challenge beyond even our setting.&lt;page&gt;Upon that summit gained, and creature hailed, know it shall choose what gift to grant, with death as likely as insight.",姊妹，若欲觐见此山巅之物，须攀登试炼之径，其险犹胜我等所设。&lt;page&gt;登顶谒见之时，须知其所赐或为顿悟，或为死期。
BILEHAVEN_PLAQUE,"Hate for their light. Hate for their pins. For their waste poured thick and endless.&lt;page&gt;Fill your hearts with hate, for power has now been claimed, and with it we shall punish.",憎其光辉，恨其刺针。怒其秽流无尽&lt;br&gt;以恨意填膺，因权柄已夺，吾等将施以惩戒。
SHELLWOOD_SHRINE_SIGN,Here we honour the seed that sprung the wood. &lt;page&gt;By her grace may all bugs pass safe to join us and our song.,此地敬奉孕育森林的种子。&lt;page&gt;承其恩泽，万虫皆可安然穿行，共奏圣歌。
AQUEDUCT_MAP_GET_MSG,Putrified Ducts Map,腐殖渠地图
CORAL_ZAP_CORPSE,A hardened outcrop of Voltridian.,电核石的硬化矿簇。
WARD_MAP_GET_MSG,Whiteward Map,白愈厅地图
WEAVER_SPIRE,Daughter of a distant land...&lt;br&gt;We who remained have waited long...&lt;br&gt;Bind our strength to yours...&lt;br&gt;Reclaim the future of our haunted kingdom...,远疆之女啊……&lt;br&gt;我们残存者久候……&lt;br&gt;愿以残力附汝身……&lt;br&gt;夺回这缠魂国度的未来……
DOCKS_NOTE_2,"If the haunted continue their work, leave them be! Only those who frustrate production shall be removed.",受丝咒侵蚀者若仍旧劳作，勿扰！唯怠工者当除。
SONG_KNIGHT_TUBE,An inert automaton with an empty chest.,胸腔空置的休眠自动机。
GREY_ORDERS,"On the eighth harvest, send:&lt;br&gt;Fifty measures, nine beats dregthread, spooled,&lt;br&gt;Fourteen measures dregthread, twined,&lt;br&gt;Oath of fealty, all workers.&lt;page&gt;On the twelth harvest, send:&lt;br&gt;Fourty measures dregthread, spooled,&lt;br&gt;Two beats fine thread, twined,&lt;br&gt;Oath of fealty, all workers.&lt;page&gt;",第八次收成时运送：&lt;br&gt;五十节又九奏卷线渣，&lt;br&gt;十四节编线渣。&lt;br&gt;全体劳工需立忠誓。&lt;page&gt;第十二次收成时运送：&lt;br&gt;四十节卷线渣，&lt;br&gt;两奏精编丝线。&lt;br&gt;全体劳工需立忠誓。&lt;page&gt;
CURIOUS_PILGRIM_DIARY,In the air. The water. Everywhere.&lt;br&gt;Inside their shells. Twisted inside. Guts.&lt;page&gt;Tightest around heart. Pulsing rhythm.&lt;br&gt;Sick. Alive. Dead?&lt;br&gt;Something worse.&lt;page&gt;Deeper. Must look deeper.,空气中，水流中，无处不在。&lt;br&gt;甲壳内，脏器间，扭曲盘踞。&lt;page&gt;紧缚心脏，搏动如歌。&lt;br&gt;病态，鲜活，死寂？&lt;br&gt;某种更糟的存在。&lt;page&gt;需深究……再深究……
DOCKS_FLINTSTONE_BUCKET,A bucket overflowing with smouldering Flintstone.,装满阴燃燧石的木桶。
BELLTOWN_OUTER_SIGN,"Pilgrim&lt;br&gt;This settlement welcomes all who step the holy path.&lt;br&gt;May you ease your shell within, that your strength renewed can carry you higher.",朝圣者&lt;br&gt;此镇欢迎任何踏入圣途者。&lt;br&gt;愿您在此养精蓄锐，登攀更高处。
MOSSTOWN_STONE,"Weaver of Pharloom.&lt;br&gt;By grace you warded. By thread you healed.&lt;br&gt;For your favour, eternal, we offer our song.",纺络的织者啊&lt;br&gt;您以恩赐庇护，以丝线疗愈。我们献永恒之歌，报答您的垂青。
JAIL_ACT3_POCKET_PROMPT,Expand Tool Pouch?,扩展工具袋？
UNDERSTORE_MAP,A crude map of the Underworks.,圣堡工厂的简略地图。
PEAK_DJ_TUNING_FORK,An ancient tuning mechanism.,古老的调音装置。
LIBRARY_THEATRE_LINES,"O, great land whose flame doth falter!&lt;br&gt;Whose choir, conductors, all doth fail,&lt;page&gt;Observe! Take heart! That spark still burning,&lt;br&gt;Yon butterfly of crimson grace,&lt;page&gt;All bells shall peal, and voices raise,&lt;br&gt;When brave Trobbio steps, at last, upon the stage!",啊，辽阔疆土，其焰渐熄！&lt;br&gt;圣咏团与指挥皆已倾颓。&lt;page&gt;且看！且振作！星火犹存——&lt;br&gt;那优雅的绯红蝶影，&lt;page&gt;万钟齐鸣，众声高亢。&lt;br&gt;待勇者特罗比奥终登台！
ABYSS_LORE_STONE_BASE,"Erase our fear,&lt;br&gt;Eliminate our desire,&lt;page&gt;To suffer no more,&lt;br&gt;Void, cleanse us.",抹除恐惧，&lt;br&gt;涤净欲念，&lt;page&gt;苦难终止，&lt;br&gt;虚空啊，净化吾等。
PINSTRESS_SUMMONS,"I have departed to scale Pharloom&#8217;s frigid mount. If any bug exists brave enough to match my pin&#8217;s fatal resolve, then climb and face me upon its stormward side.&lt;br&gt;- Pinstress",我将攀登纺络寒峰。若有虫愿意成全遗志，持针之决意者，请至风暴面峰顶相会。&lt;br&gt;——针姬
SHAMAN_STORE_ROOM,"Flickering Flame&lt;br&gt;Five masks swirled soul, brought and broiled.&lt;br&gt;Four stones rage-baked, crushed powder coarse.&lt;page&gt;Three shells fresh from pilgrims fallen, to contain and age.",摇曳焰方&lt;br&gt;五具旋魂面甲，炙烤研磨。&lt;br&gt;四枚怒火焙石，碾作粗粉。&lt;page&gt;三副朝圣鲜壳，用以封存陈化。
CRADLE_CAGE_02,"Weaver, in eighth part, last of their line, mortally wounded.&lt;br&gt;Tracked and taken in the Blackbarrens.&lt;br&gt;Four Choristors, one Reed lost to task.",第八代织者，末裔，重伤濒死。&lt;br&gt;于黑荒原追捕擒获。&lt;br&gt;折损四名圣咏者，一名战士。
CITADEL_MAP_PROMPT,A machine displaying a model of the Citadel.,展示圣堡结构的机械模型。
STEEL_QUEST_SPOT_2,"&lt;hpage&gt;The second spot marked by the child of steel. This camp too was used by their vassal, and another rite was conducted here, this one incomplete. &lt;hpage&gt;The action was clearly taken in haste. Did they believe themself pursued? The etchings here are crude, but the words are disturbing... and desperate.",&lt;hpage&gt;钢铁之子标记的第二处地点。他们的仆从也在这里进行过仪式，但没完成。&lt;hpage&gt;行动如此匆忙，难道是怕被追杀？刻的字歪歪扭扭，内容让人不安……且绝望。
WISP_BOMB,Cloth and incendiary materials that could be fashioned into an explosive weapon.,可制成爆燃武器的布料与易燃物。
COG_FLIER,Shellplates and cogs that could be fashioned into a flying automaton.,可组装飞行自动机的壳板与齿轮。
ABYSS_LORE_STONE_TOP,"In silence your voice,&lt;br&gt;In darkness your form,&lt;page&gt;We higher who see you seeking,&lt;br&gt;Our shells yearn for your embrace.",静默即汝声，&lt;br&gt;晦暗即汝形。&lt;page&gt;吾等高瞻汝之追寻，&lt;br&gt;甲壳渴求汝之怀抱。
PILGRIM_REST_SIGN,-ilgrim&lt;br&gt;You who have held tight to faith have been carried far.&lt;br&gt;This station shall offer brief rest to those devout.,朝圣者&lt;br&gt;虔信之虫方能抵达此远境。&lt;br&gt;此站给予诚心者片刻安歇。
WEAVER_FIRST,Half-spawn of a distant land...&lt;br&gt;Within this cage I have waited...&lt;br&gt;Let my strength be bound to yours...&lt;br&gt;Reclaim the future of our accursed kingdom...,异乡的半血之子啊……&lt;br&gt;我在此笼中久候……&lt;br&gt;愿以残力附汝身……&lt;br&gt;夺回这诅咒国度的未来……
BONETOWN_TOP_SIGN,"Child, I have answered the call to climb. I rise to join our elders in that holy place far above. May you, in time, grow strong enough to meet us there.",孩子，我已应召攀登，将赴上方圣地与前辈们相聚。愿你成长强健，来日同聚。
AQUEDUCT_MAP,An old map of the Putrified Ducts.,腐殖渠的陈旧地图。
WEAVE_ARCHIVE_RIGHT,"This low, her gaze escaped.&lt;br&gt;Prepare, sisters. Weave hope anew.&lt;br&gt;That we might break free this accursed web born of our naive foundation.",此处卑微隐秘，逃出她的视线。&lt;br&gt;准备吧，姊妹。重织希望。撕破这由我等天真所结的诅咒之网。
BANK_DOOR_INSPECT,An ornate door closed with a simple lock.,带简易锁的华贵大门。
SONG_KNIGHT_TUBE_PROMPT,Insert Cogwork Heart?,插入机心？
CORAL_JUDGEMENT_SIGN,"Pilgrim&lt;br&gt;Accept the judgement of the rise beyond,&lt;br&gt;That all who stand at Pharloom&#8217;s holy crest prove pure of will and want.",朝圣者&lt;br&gt;接受至高审判的洗礼。&lt;br&gt;凡欲立于纺络之巅者，当证心志纯净。
TAKE_MAP_PROMPT,Take map?,拿取地图？
CLOVER_OATH_PLAQUE,"Two children born entwined, apart,&lt;br&gt;Two children marked to rule,&lt;page&gt;They danced, they sang, proved blades beyond,&lt;br&gt;But none forgot their birth,&lt;br&gt;For lovers born on beat exact shall be forever cursed.",双子缠绕共生，命运连结，&lt;br&gt;双子共掌权柄，注定称王，&lt;page&gt;舞若惊鸿，歌撼四座，剑技超群，&lt;br&gt;但出身不可磨灭，&lt;br&gt;同卵双生之爱侣，诅咒永世缠身。
ARBORIUM_MAP_GET_MSG,Memorium Map,忆廊地图
TROBBIO_SIGN,"Great bugs! You who weep as your kingdom fades,&lt;br&gt;join me upon the Stage.&lt;br&gt; Together, we shall enflame the passion of Pharloom!",伟大的虫民！为王国衰颓而泣者。&lt;br&gt;请至剧台与我相会。&lt;br&gt;共燃纺络之激情！
CRADLE_MAP_GET_MSG,Cradle Map,摇篮圣所地图
STEEL_QUEST_SPOT_1,"&lt;hpage&gt;This location was marked by the steel child. This camp is old, but still shows clear evidence of an attempt at a rite.&lt;hpage&gt;Whatever the vassal hoped to achieve here seems to have failed. The other marked locations may provide more clues to its intent.",&lt;hpage&gt;这是钢铁之子标记的地点。营地虽然老旧，但明显有试图举行仪式的痕迹。&lt;hpage&gt;无论仆从想做什么，似乎是失败了。其他标记点或许会有更多线索。
CRADLE_CAGE_03,"Weaver, in quarter part, last of their line, staked to service.&lt;br&gt;Tracked and taken beneath the City of Steel.&lt;br&gt;Eight Choristors, twelve Envoys lost to task.",第四代织者，末裔，强制服役。&lt;br&gt;于钢铁之城地下追捕擒获。&lt;br&gt;折损八名圣咏使徒，十二名特使。
COG_MAP_GET_MSG,Cogwork Core Map,机枢核心地图
UNDERSTORE_CHURCH,"By our Citadel&#8217;s glory, you treasured devout may bask brief in its holy light.",沐浴圣堡荣光，虔信者可暂享圣辉。
HALLS_MAP_GET_MSG,Choral Chambers Map,圣咏殿地图
SLAB_MAP_PROMPT,A husk with a map of the Slab etched upon its shell.,一具甲壳刻有罪石牢狱地图的尸骸
