Key,EN,ZH
CHAPEL_WANDERER_SUB,,
BELLWAY_PILGRIM_MAIN,Pilgrim,朝圣
CORAL_KING_BC_MAIN,Khann,汗
WEAVE_FIELDS_SUB,,
ENCLAVE_PILGRIM_ACT2_LARGE_SUPER,,
SPEEDMASTER_SUB,,
BLUE_SCIENTIST_SUPER,Alchemist,炼金术士
SEAMSTRESS_SUB,,
SETH_NPC_BC_MAIN,Seth,塞思
HUNTRESS_MAIN,Huntress,女猎人
CLOVER_DANCERS_SUB,,
MASK_MAKER_SUB,,
SKULL_KING_SUPER,,
HUNTER_TRAPPER_MAIN,Gurr,Gurr
ANT_MERCHANT_MAIN,Skarr,斯卡尔
SETH_SUB,,
SHELLWOOD_WITCH_SUB,,
LAST_CONDUCTOR_SUPER,Conductor,导体
CHEF_SUB,,
ENCLAVE_PILGRIM_ACT3_SUB,,
SETH_NPC_SUB,,
COGWORK_DANCERS_SUPER,Cogwork,齿轮
FLEA_JUGGLE_MAIN,Juggle,杂耍
SHERMA_SUPER,,
WEAVE_SWAMP_MAIN,Murglin,默格林
OLD_STATUE_SUPER,Pious,虔诚
GILLY_SUPER,,
WEAVE_ABYSS_SUB,,
BELLHART_RELICDEALER_SUB,,
WEAVE_ABYSS_SUPER,Weavenest,织造
GRUBFARMER_MIMIC_MAIN,Skynx,Skynx
MOSSTOWN_SUPER,,
LOST_LACE_SUPER,,失心
CLOVER_DANCERS_SUPER,Clover,三叶草
SHERMA_SUB,,
HANG_SUB,,
SHELLWOOD_SUB,,
SHELLGRAVE_SUB,,
COURIER_SHORT_SUB,,
FISHER_NPC_SUPER,Pondcatcher,Pondcatcher
LAST_JUDGE_SUPER,Last,最后的
FLEA_GAMES_SUB,Of the Flea,跳蚤
ENCLAVE_PILGRIM_ACT3_SUPER,Dejected,垂头丧气
GOURMAND_SERVANT_MAIN,Mergwin,默格温
WEAVE_PRIME_SUB,,
WHITE_CLOVERSTAG_MAIN,Palestag,palestag
FLEA_LECH_SUPER,,
WEAVE_CRAWL_MAIN,Karn,卡恩
CROW_LAKE_MAIN,Craw Lake,克劳湖
DICE_PILGRIM_DEFEATED_SUB,,
SHELLWOOD_WITCH_SUPER,,
ABANDONED_TOWN_SUB,,
SHERMA_PILGRIM_MAIN,Pilgrim,朝圣
FLEA_TRACKER_SUB,,
DOCK_GUARD_DUO_SUB,,
PINSTRESS_MAIN,Pinstress,Pinterest
FLEATOPIA_MAIN,Fleatopia,肉饼
GRUBFARMER_SUB,,
CORAL_KING_BC_SUB,By Brandon Lieu,由布兰登·列乌（Brandon Lieu）
HUNTRESS_RUNT_MAIN,Runt,runt
CORAL_KING_MAIN,Khann,汗
AQUEDUCTS_SUB,,
CRADLE_MAIN,Cradle,摇篮
COURIERS_SHOP_SUB,,
GREYMOOR_SUB,,
MOSSCREEP_MAIN,Druid,德鲁伊
CHAPEL_ARCHITECT_MAIN,Architect,建筑师
DICE_PILGRIM_DEFEATED_SUPER,,
CHAPEL_WANDERER_MAIN,Wanderer,流浪者
SETH_NPC_SUPER,,
SWAMP_SHAMAN_MAIN,Groal,毛
FIXER_SUPER,,
SHELLGRAVE_MAIN,Shellgrave,ShellGrave
SLAB_PRISONER_MAIN,Penitent,it悔
BALLOW_MAIN,Ballow,气球
SHADOW_SUPER,,
LACE_SUPER,,
GROVE_DUNGEON_MAIN,Greenhaven,格林黑文
ENCLAVE_PILGRIM_ACT2_SUB,,
CORAL_RIVER_SUB,,
DRILLERS_SUPER,Great,伟大的
GIANT_BONE_FLYER_MAIN,Beastfly,野兽
STEEL_SENTINEL_MAIN,Zi,Zi
ENCLAVE_PILGRIM_ACT2_SUPER,Humble,谦逊的
HH_PATRON_LEFT_SUPER,Aged,老化
MR_MUSHROOM_SUB,,
HANG_SUPER,,
GRANDGATE_SUB,,
BELLHART_SUPER,,
BROODMOTHER_TINY_SUPER,,
FLEAMEMBER_TALL_SUPER,,
ZAPNEST_BOSS_SUB,,
FLEAMEMBER_SHORT_SUPER,,
CITADEL_SHRINE_MAIN,Shrine,神社
ENCLAVE_SUB,,
WEAVE_CRAWL_SUPER,Weavenest,织造
SLAB_PRISONER_SUB,,
COURIER_SHORT_SUPER,Courier,导游
ABYSS_MASS_MAIN,Saviour,救主
COURIER_TALL_SUB,,
CROWFATHER_SUPER,,
FORGEDAUGHTER_SUB,,
BONETOWN_FUNERAL_LEADER_SUPER,Solemn,庄严
GROVE_SUPER,Lost,丢失的
TORMENTED_TROBBIO_SUPER,Tormented,折磨
FLEA_BOUNCE_SUB,,
BONEBOTTOM_SUPER,,
WARD_SUPER,,
GREYMOOR_MAIN,Greymoor,绿色
CORAL_STEPS_MAIN,Steps,步骤
HH_PATRON_RIGHT_SUB,,
LARGE_COG_WORK_MAIN,Loam,壤土
COGWORK_CORE_SUB,,
BROODMOTHER_MAIN,Broodmother,育雏
CORAL_KING_SUPER,Crust King,外壳国王
BLUE_SCIENTIST_MAIN,Zylotol,木糖醇
MISTMAZE_MAIN,Mist,薄雾
BELLHART_SUB,,
CHURCH_SUB,,
HUNTER_TRAPPER_SUPER,,
BB_PILGRIM_HORNED_SUPER,Horned,有角
HUNTRESS_SUPER,,
ORGAN_MAIN,Organ,器官
COURIER_SHORT_MAIN,Tipp,蒂普
CORAL_TOWER_SUB,,
ANT_MERCHANT_SUB,,
CHAPEL_REAPER_SUPER,Chapel of the,教堂
SETH_BC_SUB,By Seth Goldman,塞思·戈德曼（Seth Goldman）
GREYMOOR_SUPER,,
SLAB_PRISONER_SUPER,Old,老的
AQUEDUCTS_MAIN,Ducts,管道
LADYBUG_LARGE_SUPER,,
DOCKS_SUPER,Deep,深的
DUSTPENS_SUPER,,
DOCK_GUARD_SOLO_MAIN,Signis,签名
SHELLWOOD_WITCH_MAIN,Greyroot,灰根
BLUE_ASSISTANT_SUPER,Plasmified,质量
SETH_BC_MAIN,Seth,塞思
HUNTER_QUEEN_MAIN,Karmelita,Karmelita
LITTLE_PILGRIM_N_SUPER,,
BELLHART_SHOPKEEP_SUB,,
CROW_COURT_SUB,,
CRAWL_MAIN,Wormways,蠕虫
CROW_COURT_MAIN,Craws,爪
BB_PILGRIM_ROUND_SUPER,Quiet,安静的
HALLS_MAIN,Chambers,钱伯斯
LITTLE_PILGRIM_SUPER,Little,小的
LIBRARY_SUB,,
WEAVE_PEAK_SUB,,
CHURCHKEEPER_MAIN,Chapel Maid,教堂女佣
TROBBIO_SUPER,,
PILGRIM_REST_SHOP_SUPER,,
BELLHART_GREETER_SUB,,
WARD_SUB,,
SONG_KNIGHT_SUB,,
SKULL_KING_SUB,,
SONG_KNIGHT_MAIN,Sentinel,哨兵
WISP_SUB,Thicket,灌木丛
WEAVE_PRIME_SUPER,Weavenest,织造
SHELLGRAVE_SUPER,,
ARCHITECT_SUPER,Twelfth,第十二
ENCLAVE_SUPER,,
DUST_TRADERS_2_MAIN,Benjin,本金
HH_PATRON_RIGHT_MAIN,Pilgrim,朝圣
HALFWAY_SUB,,
ENCLAVE_PILGRIM_ACT2_LARGE_MAIN,Pilgrim,朝圣
SKULL_KING_MAIN,Skull Tyrant,头骨暴君
FLOWER_QUEEN_SUPER,,
BELLBEAST_SUPER,,
LOST_LACE_SUB,,
ZAPNEST_SUPER,,
GREY_CORAL_WARRIOR_SUPER,Watcher at the,守望者在
SWAMP_SHAMAN_SUPER,,
SLAB_MAIN,Slab,平板
BELLHART_MAIN,Bellhart,贝哈特
ABYSS_SUPER,The,这
GRANDGATE_MAIN,Grand Gate,大门
DRILLER_SOLO_SUPER,Raging,愤怒
HUNTER_QUEEN_BC_SUB,By Juan Camus,Juan Camus
FISHER_NPC_SUB,,
CLOVER_DANCERS_MAIN,Dancers,舞者
ABYSS_MASS_SUPER,Summoned,召唤
PINSTRESS_SUPER,,
CHAPEL_REAPER_MAIN,Reaper,收割者
PHANTOM_MAIN,Phantom,幻影
JUDGE_GATE_PILGRIM_SUB,,
FLEA_GAMES_SUPER,,
HALLS_SUB,,
MAPPER_SUB,,
DOCKS_SUB,,
WILDS_SUPER,,
HALFWAY_SUPER,Halfway,半
GROVE_SUB,,
SHELLWOOD_MAIN,Shellwood,壳牌
BELLHART_SHOPKEEP_SUPER,,
CROWFATHER_MAIN,Crawfather,爬行者
VAMPIRE_GNAT_SUPER,,
FISHER_NPC_MAIN,Reed,芦苇
BONETOWN_FUNERAL_LEADER_SUB,,
COURIERS_SHOP_SUPER,Couriers,快递员
ANT_ENTRY_PILGRIM_SUPER,Fearful,可怕
DICE_PILGRIM_SUPER,,
CHEF_SUPER,Disgraced Chef,可耻的厨师
MISTMAZE_SUPER,The,这
GARMOND_BT_SUPER,Lost,丢失的
LAST_CONDUCTOR_MAIN,Ballador,民谣
HUNTRESS_SUB,,
FLEA_DODGE_SUPER,Flea,跳蚤
WILDS_MAIN,Far Fields,远场
MOSSTOWN_MAIN,Mosshome,mosshome
BROODMOTHER_SUB,,
WHITE_CLOVERSTAG_SUPER,,
WEAVE_FIELDS_SUPER,Weavenest,织造
WARD_BOSS_SUB,,
CREST_UPG_SHRINE_MAIN,Eva,伊娃
CORAL_TOWER_MAIN,Coral Tower,珊瑚塔
HH_BARTENDER_SUB,,
GRINDLE_SUB,,
LITTLE_PILGRIM_MAIN,Pilgrim,朝圣
ARCHITECT_MAIN,Architect,建筑师
ABANDONED_TOWN_MAIN,Town,镇
MOUNTAIN_SUB,,
BLUE_ASSISTANT_SUB,,
COURIER_TALL_MAIN,Pill,丸
BELLHART_RELICDEALER_SUPER,Relic Seeker,遗物寻求者
BROODMOTHER_SUPER,,
TROBBIO_MAIN,Trobbio,Trobbio
GRUBFARMER_MIMIC_SUPER,,
CORAL_TOWER_SUPER,,
BELLHART_HAUNTED_SUB,,
BROODMOTHER_TINY_SUB,,
SONG_KNIGHT_SUPER,Second,第二
STEEL_SERVANT_SUPER,,
SETH_MAIN,Seth,塞思
DRILLER_SOLO_SUB,,
DUST_TRADERS_1_MAIN,Crull,筒
CHAPEL_REAPER_SUB,,
CARETAKER_MAIN,Caretaker,看守
FLEA_DODGE_SUB,,
PILGRIMS_REST_SUB,,
SHADOW_SUB,,
OLD_STATUE_SUB,,
HUNTER_QUEEN_SUB,,
WARD_BOSS_SUPER,The,这
ENCLAVE_PILGRIM_ACT2_LARGE_SUB,Preacher,牧师
SPLINTER_QUEEN_MAIN,Splinter,碎片
ENCLAVE_PILGRIM_LARGE_ACT3_SUPER,Worried,担心
FLEATOPIA_SUB,,
CARETAKER_SUPER,,
CARETAKER_SUB,,
SEAMSTRESS_MAIN,Seamstress,裁缝
SETH_NPC_BC_SUPER,,
GRINDLE_MAIN,Grindle,磨
GIANT_BONE_FLYER_SUPER,Savage,野蛮的
STEEL_SENTINEL_SUPER,Steel Seer,钢铁先知
MAPPER_MAIN,Shakra,沙克拉
ABYSS_MAIN,Abyss,深渊
LACE_MAIN,Lace,蕾丝
FORGEDAUGHTER_SUPER,Forge,锻造
STEEL_SENTINEL_SUB,,
LIBRARIAN_RELIC_SUB,,
FLEAMEMBER_TALL_SUB,,
MEMORY_RED_SUPER,Red,红色的
HH_BARTENDER_SUPER,,
SONG_GOLEM_SUB,,
MOSSBONE_MOTHER_MAIN,Mother,母亲
JUDGE_GATE_PILGRIM_MAIN,Pilgrim,朝圣
DICE_PILGRIM_DEFEATED_MAIN,Lumble,lumble
GRUBFARMER_MAIN,Styx,Styx
HUNTERS_MARCH_SUB,,
BB_SHOPKEEP_MAIN,Pebb,pebb
HUNTER_TRAPPER_SUB,The Outcast,流浪者
SILK_MAIN,Silk,丝绸
CHAPEL_ARCHITECT_SUB,,
SONG_GOLEM_SUPER,Fourth,第四
FLEA_TRACKER_MAIN,Vog,VOG
CHEF_MAIN,Lugoli,卢格利
SETH_BC_SUPER,Shrine Guardian,神社监护人
SILK_SUB,,
ENCLAVE_MAIN,Songclave,Songclave
ABANDONED_TOWN_SUPER,Nameless,无名
MR_MUSHROOM_MAIN,Mushroom,蘑菇
ORGAN_SUB,,
FLEA_JUGGLE_SUPER,Flea,跳蚤
SPEEDMASTER_SUPER,Sprintmaster,Sprintmaster
PILGRIMS_REST_SUPER,,
ENCLAVE_PILGRIM_SUPER,Scared,害怕的
BB_SHOPKEEP_SUB,,
COURIERS_SHOP_MAIN,Tipp &amp; Pill,Tipp＆amp;丸
BELLHART_HAUNTED_SUPER,Haunted,闹鬼
LIBRARIAN_RELIC_SUPER,Vaultkeeper,保管员
CROW_COURT_SUPER,Court Of,法院
GOURMAND_SERVANT_SUB,,
WEAVE_FIELDS_MAIN,Cindril,辛德里尔
CHAPEL_WARRIOR_SUB,,
CITY_MERCHANT_SUB,,
SNAIL_SHAMANS_MAIN,Shamans,萨满
HUNTER_QUEEN_SUPER,Skarrsinger,Skarrsinger
WEAVE_CRAWL_SUB,,
FLOWER_QUEEN_SUB,,
ANT_MERCHANT_SUPER,Mottled,斑驳
SWAMP_SHAMAN_SUB,The Great,伟大
BLUE_ASSISTANT_MAIN,Zango,Zango
MOSSTOWN_SUB,,
CRAWL_SUPER,,
GRANDGATE_SUPER,,
SLAB_SUB,,
CROWFATHER_SUB,,
BONEFOREST_SUB,,
CORAL_RIVER_MAIN,Karak,卡拉克
COURIER_TALL_SUPER,Courier,导游
SHELLWOOD_SUPER,,
MASK_MAKER_MAIN,Mask Maker,面具制造商
FLEAMEMBER_SHORT_SUB,,
MOSSCREEP_SUB,,
FLEA_LECH_MAIN,Kratt,克拉特
FIRST_WEAVER_SUPER,First,第一的
HUNTER_FAN_SUB,,
CITADEL_SHRINE_SUPER,First,第一的
GOURMAND_SERVANT_SUPER,Loyal,忠诚
DRILLERS_MAIN,Conchflies,CONCHFLIES
LARGE_COG_WORK_SUB,,
GARMOND_MAIN,Garmond,Garmond
VAMPIRE_GNAT_SUB,,
LAST_JUDGE_MAIN,Judge,法官
BONEFOREST_MAIN,Marrow,骨髓
ARBORIUM_MAIN,Memorium,纪念
ICECORE_SUPER,,
SHERMA_PILGRIM_SUB,,
ANT_ENTRY_PILGRIM_MAIN,Pilgrim,朝圣
SETH_NPC_MAIN,Seth,塞思
CHAPEL_WANDERER_SUPER,Chapel of the,教堂
DOCK_GUARD_SOLO_SUB,,
WEAVE_PEAK_MAIN,Askar,阿斯卡
ARCHITECT_SUB,,
MOSSBONE_MOTHER_SUPER,Moss,苔藓
CITY_MERCHANT_SUPER,,
CHAPEL_WITCH_SUB,,
WICKER_BUG_SUPER,Father of the,父亲
WEAVE_PEAK_SUPER,Weavenest,织造
LAST_CONDUCTOR_SUB,,
SHADOW_MAIN,Bilewater,胆水
FIXER_MAIN,Flick,轻弹
SPINNER_SUB,,
SETH_NPC_BC_SUB,By Seth Goldman,塞思·戈德曼（Seth Goldman）
SPEEDMASTER_MAIN,Swift,迅速
ZAPNEST_BOSS_SUPER,,
BIG_CENTIPEDE_SUB,,
BELLHART_GREETER_SUPER,,
CORAL_RIVER_SUPER,Sands of,沙子
MOSSCAVE_MAIN,Moss Grotto,莫斯格罗托
MISTMAZE_SUB,,
ZAPNEST_MAIN,Voltnest,伏特尼斯特
SPLINTER_QUEEN_SUPER,Sister,姐姐
ABYSS_SUB,,
HH_PATRON_LEFT_SUB,,
CHURCHKEEPER_SUPER,,
GRINDLE_SUPER,,
LOST_LACE_MAIN,Lost Lace,失去的蕾丝
HUNTER_FAN_MAIN,Nuu,nuu
TROBBIO_SUB,,
CORAL_STEPS_SUB,,
CRADLE_SUB,,
SHERMA_MAIN,Sherma,舍尔马
CREST_UPG_SHRINE_SUPER,,
PINSMITH_SUB,,
GRUBFARMER_SUPER,,
BB_SHOPKEEP_SUPER,,
CHURCH_MAIN,Chapel,教堂
FLEACARAVAN_MAIN,Caravan,大篷车
GREEN_PRINCE_MAIN,Green Prince,绿王子
WICKER_BUG_SUB,,
BELLHART_RELICDEALER_MAIN,Scrounge,sc
CHAPEL_WARRIOR_MAIN,Beast,兽
DOCK_GUARD_DUO_MAIN,Signis &amp; Gron,Signis＆amp;格朗
HH_PATRON_LEFT_MAIN,Pilgrim,朝圣
VAMPIRE_GNAT_MAIN,Moorwing,系泊
BALLOW_SUB,,
SNAIL_SHAMANS_SUPER,Snail,蜗牛
PINSTRESS_SUB,,
FLEA_GAMES_MAIN,Festival,节日
SNAIL_SHAMANS_SUB,,
FIRST_WEAVER_SUB,,
CHURCHKEEPER_SUB,,
FLEACARAVAN_SUB,,
CHURCH_SUPER,Ruined,毁了
FLEA_BOUNCE_SUPER,Flea,跳蚤
SILK_SUPER,Grand Mother,大母亲
BELL_HERMIT_SUB,,
ANT_ENTRY_PILGRIM_SUB,,
BONEFOREST_SUPER,The,这
GREY_CORAL_WARRIOR_SUB,,
GARMOND_SUB,And Zaza,和Zaza
DOCK_GUARD_THROWER_SUPER,Forebrother,前兄弟
LAST_JUDGE_SUB,,
GARMOND_BT_SUB,,
GROVE_DUNGEON_SUB,,
HUNTERS_MARCH_MAIN,March,行进
BELL_HERMIT_SUPER,Bell,钟
CROW_LAKE_SUPER,,
LITTLE_PILGRIM_SUB,,
WEAVE_SWAMP_SUPER,Weavenest,织造
COGWORK_CORE_MAIN,Core,核
LITTLE_PILGRIM_N_MAIN,Pilby,皮比
DRILLER_SOLO_MAIN,Conchfly,CONCHFLY
HUNTRESS_RUNT_SUB,,
GROVE_DUNGEON_SUPER,,
FORGEDAUGHTER_MAIN,Daughter,女儿
GILLY_MAIN,Gilly,吉利
CROW_LAKE_SUB,,
BONETOWN_FUNERAL_LEADER_MAIN,Pilgrim,朝圣
PILGRIM_REST_SHOP_SUB,,
PINSMITH_MAIN,Plinney,普林尼
WICKER_BUG_MAIN,Flame,火焰
BELLHART_GREETER_MAIN,Pavo,帕沃
BELLBEAST_SUB,,
FIXER_SUB,The Fixer,修复器
GREY_CORAL_WARRIOR_MAIN,Edge,边缘
CHAPEL_ARCHITECT_SUPER,Chapel Of The,教堂
WEAVE_PRIME_MAIN,Atla,阿特拉
ENCLAVE_PILGRIM_ACT3_MAIN,Pilgrim,朝圣
MOSSCAVE_SUPER,,
PHANTOM_SUPER,,
PHANTOM_SUB,,
HUNTER_QUEEN_BC_MAIN,Karmelita,Karmelita
TORMENTED_TROBBIO_SUB,,
DICE_PILGRIM_SUB,The Lucky,幸运
MEMORY_RED_SUB,,
LITTLE_PILGRIM_N_SUB,,
BELLWAY_PILGRIM_SUPER,Fearful,可怕
OLD_STATUE_MAIN,Isamor,isamor
PINSMITH_SUPER,Pinmaster,销钉大师
FIRST_WEAVER_MAIN,Sinner,罪人
HH_PATRON_RIGHT_SUPER,Exhausted,筋疲力尽的
ICECORE_SUB,,
BELLBEAST_MAIN,Bell Beast,贝尔野兽
WEAVE_SWAMP_SUB,,
ENCLAVE_PILGRIM_ACT2_MAIN,Pilgrim,朝圣
COGWORK_DANCERS_MAIN,Dancers,舞者
AQUEDUCTS_SUPER,Putrified,推翻
BONEBOTTOM_MAIN,Bone Bottom,骨底
DUST_TRADERS_2_SUB,And Crull,和crull
TORMENTED_TROBBIO_MAIN,Trobbio,Trobbio
BLUE_SCIENTIST_SUB,,
HUNTER_FAN_SUPER,,
DUST_TRADERS_2_SUPER,,
GROVE_MAIN,Verdania,韦达尼亚
WHITE_CLOVERSTAG_SUB,,
ENCLAVE_PILGRIM_LARGE_ACT3_SUB,,
FLEA_DODGE_MAIN,Dodge,躲闪
COGWORK_CORE_SUPER,Cogwork,齿轮
MEMORY_RED_MAIN,Memory,记忆
ARBORIUM_SUPER,,
MOUNTAIN_SUPER,Mount,山
DICE_PILGRIM_MAIN,Lumble,lumble
FLEA_BOUNCE_MAIN,Bounce,弹跳
LIBRARY_SUPER,Whispering,耳语
BELLHART_HAUNTED_MAIN,Bellhart,贝哈特
ARBORIUM_SUB,,
HALLS_SUPER,Choral,合唱
GILLY_SUB,,
CHAPEL_WITCH_MAIN,Witch,巫婆
HUNTERS_MARCH_SUPER,Hunter&#8217;s,猎人
ENCLAVE_PILGRIM_MAIN,Pilgrim,朝圣
LACE_SUB,,
BALLOW_SUPER,,
PILGRIMS_REST_MAIN,Pilgrim&#8217;s Rest,朝圣者休息
MOSSCAVE_SUB,,
BB_PILGRIM_HORNED_SUB,,
HANG_MAIN,High Halls,高厅
MOUNTAIN_MAIN,Fay,仙女
HALFWAY_MAIN,Home,家
