Key,EN,ZH
WISP_TOTEM_05,Flare together!,一起耀斑！
WARD_SURGEON_06,None may die! None may die!,没有人可能死！没有人可能死！
BLOAT_ROACH_05,Burn them... bite them...,燃烧他们...咬人...
BONETOWN_ACT3_02,...To climb...,...爬...
THREAD_MEMORY_SONG_SMALL_ROOM_02,...All our glory...,...我们所有的荣耀...
CLOVER_DANCERS_06,Hearts entwined...,心纠缠...
THREAD_MEMORY_AQUEDUCT_04,The bites... the stench...,叮咬...恶臭...
GILLY_04,I&#8217;ll sniff it out!,我会嗅出它！
BONETOWN_ACT3_04,...Help us...,...帮助我们...
THREAD_MEMORY_AQUEDUCT_03,...All turned rotten...,...都变成烂了...
THREAD_MEMORY_AQUEDUCT_02,...So dark...,...太黑了...
HUNTRESS_03,Chase the prey fled in fear...,追逐猎物因恐惧而逃离...
VAULTS_STATUE_01,Pilgrims... all...,朝圣者...所有...
BLUE_SCIENTIST_FINAL_01,...Life for all...,...所有人的生活...
THREAD_MEMORY_MUCKLANDS_GATE_02,...All your will...,...你所有的意志...
THREAD_MEMORY_MUCKLANDS_GATE_03,...All your wishes...,...所有的愿望...
ENCLAVE_02,Where is your light?,你的光在哪里？
THREAD_MEMORY_MUCKLANDS_GATE_01,...None beyond...,...没有一个...
COGWORK_DANCERS_05,Our honour! Our peace!,我们的荣誉！我们的和平！
THREAD_MEMORY_MUCKLANDS_GATE_04,...All ours...,...我们所有的...
STEEL_SERVANT_06,Bound... forever...,永远...永远...
CORAL_WARRIOR_04,"For order brought, by claw and blade!",为了通过爪和刀片带来的订单！
VAULT_KEEPER_05,Words that only we may speak...,只有我们会说的话...
GREEN_PRINCE_02,Our claws clasped...,我们的爪子紧紧抓住...
TORMENTED_TROBBIO_02,Fell fated fallen!,跌倒了！
MEMORY_FIRST_SINNER_02,Know our power...,知道我们的力量...
MEMORY_VERDANIA_CAPITAL_04,Our wish...,我们的愿望...
SNAIL_SHAMAN_02,A kingdom lost...,一个王国失去了...
LAST_CONDUCTOR_03,Now only silence...,现在只是沉默...
RELIC_DEALER_01,The past&#8217;s long shadow!,过去的长阴影！
RELIC_DEALER_02,Whispers of the dead...,死者的耳语...
THREAD_MEMORY_PILGRIMS_CRAWL_06,...Worthy...,...值得...
THREAD_MEMORY_PILGRIMS_CRAWL_05,...Remembered...,...记得...
THREAD_MEMORY_PILGRIMS_CRAWL_04,...Held in our hearts...,...抱在我们心中...
THREAD_MEMORY_PILGRIMS_CRAWL_03,...Suffer no more...,...不再遭受...
THREAD_MEMORY_PILGRIMS_CRAWL_02,...Harden the path...,...硬路...
THREAD_MEMORY_PILGRIMS_CRAWL_01,...Dear one...,...亲爱的一个...
BELLTOWN_06,"We serve, safe...",我们服务，安全...
CITADEL_BAT_01,Swooping and feeding...,吐和喂食...
HUNTER_MOTTLED_CHILD_01,For death... I give death...,死亡...我死了...
COGWORK_DANCERS_LONELY_06,To dance... ...,跳舞... ...
THREAD_MEMORY_SONG_SMALL_ROOM_04,...Beauty... faded...,...美丽...褪色...
CORAL_JUDGE_05,Only the holy may judge!,只有圣洁可以判断！
THREAD_MEMORY_GREYMOOR_DARK_02,...None left...,...没有留下...
BELLTOWN_ACT3_05,Pharloom... we failed...,pharloom ...我们失败了...
BONETOWN_FUNERAL_01,Fallen brother...,堕落的兄弟...
BONETOWN_FUNERAL_02,Your journey ends...,您的旅程结束...
MOSSCREEP_05,"In branches, in fields!",在分支机构，在田野中！
HUNTER_QUEEN_02,Feel my claws!,感觉我的爪子！
PHANTOM_06,Claws quivering...,爪颤抖...
COGWORK_DANCERS_LONELY_05,... ...Our peace...,... ...我们的和平...
WRAITH_06,You will be lost...,你会迷路的...
COGWORK_DANCERS_LONELY_03,Claws... ...Blades...,爪... ...刀片...
COGWORK_DANCERS_LONELY_02,... ...Dance alone...,... ...一个人跳舞...
MEMORY_HUNTER_QUEEN_05,"For you, my children...",给你，我的孩子们...
WISPFLY_01,Burn! Burn! Burn!,烧伤！烧伤！烧伤！
GARMOND_05,Till the end... together...,直至终末……同心……
GARMOND_ACT3_04,Our duty... till the end...,我们的职责...直到最后...
BONE_CREATURE_03,"Scratching, seeking...",刮擦，寻找...
FIRST_SINNER_SPIRE_02,...Forgotten...,...忘记...
BONE_HOPPER_01,"World&#8217;s breath, rustling leaf...",世界的呼吸，沙沙作响...
SONG_CREEPER_08,All is needed!,一切都需要！
PLINNEY_04,May Pharloom&#8217;s pins gleam bright for all!,愿伪装蛋白的销钉闪闪发光！
THREAD_MEMORY_CRAWL_ASSISTANT_04,Too dark...,太黑了...
FARMER_WISP_02,"Sear us, scold us!",烧烤我们，责骂我们！
THREADED_HUSK_03,...I am... fading...,...我正在...褪色...
PILGRIM_GENERIC_05,My faith... my reward...,我的信仰...我的回报...
PEAKS_DRIFTER_03,"Mother, mother, gleam so brightly...",母亲，母亲，如此明亮...
WISP_TOTEM_06,To meet you... Father...,见你...父亲...
CRADLE_ACT3_01,...Grace...,...优雅...
SHAKRA_ACT3_02,Until the end...,直到最后...
THREAD_MEMORY_CORAL_TOWER_03,Remember our strength...,记住我们的力量...
PILGRIM_GENERIC_03,The path... the holy path...,道路...圣洁的道路...
BELLBEAST_STRUNG_02,Strength... stolen...,力量...被盗...
BELLBEAST_STRUNG_01,Pale snare...,苍白的圈套...
ROCK_ROLLER_04,"World&#8217;s breath, distant call...",世界呼吸，遥远的呼唤...
SWAMP_SHAMAN_01,Behold! True strength!,看！真正的力量！
THREAD_MEMORY_CORAL_TOWER_05,Now none to resist... But us...,现在没有什么可以抵抗的...但是我们...
THREAD_MEMORY_SILK_SIPHON_04,Why... this pain?,为什么...痛苦？
MEMORY_RED_06,...Warrior... Queen...,...战士...女王...
RELIC_DEALER_06,Relics... precious and fragile!,文物...宝贵而脆弱！
SWAMP_MUCKMAN_03,Their shadow... our shame...,他们的阴影...我们的耻辱...
LAST_CONDUCTOR_01,Dear devout... have we failed?,亲爱的虔诚...我们失败了吗？
ROSARY_THIEF_01,"What you got there, matey matey?",你到达那里了，马特·马特（Matey Matey）？
UNDER_HANGING_GOLEM_06,...WE ARE ONE...,...我们是一个...
SONG_HANDMAIDEN_02,...Your strength...,...你的力量...
GREY_WARRIOR_01,Teeming... writhing wastes...,潮汐...扭动废物...
CORAL_CREATURE_LARGE_01,"Crackling, growing, stretching shell...",crack啪作响，生长，拉伸外壳...
THREAD_MEMORY_WEAVE_WORKSHOP_04,...To keep us free...,...让我们自由...
CORAL_CREATURE_LARGE_03,False chambers... long teeth...,假室...长牙...
CORAL_CREATURE_LARGE_02,Water&#8217;s source... hidden... lost...,水源...隐藏...迷失...
UNRAVELLED_10,...Old... glory...,...旧...荣耀...
CORAL_CREATURE_LARGE_04,Poison light... painful lash...,毒光...疼痛的睫毛...
THREAD_MEMORY_WEAVE_WORKSHOP_01,...To build... To hope...,...建造...希望...
THREAD_MEMORY_WEAVE_WORKSHOP_02,...Strength beyond our Silk...,...超越我们丝绸的力量...
THREAD_MEMORY_WEAVE_WORKSHOP_03,...Strength enough...,...足够的力量...
EVA_01,This shell of iron...,铁壳...
GREEN_PRINCE_01,Together we danced...,我们一起跳舞...
SLAB_FLY_02,I&#8217;m clean... I&#8217;m cleaner!,我很干净... i＆＃8217; m清洁！
CHAPEL_WITCH_04,...Reborn...,...重生...
CHAPEL_WITCH_03,...New growth...,...新的增长...
CHAPEL_WITCH_02,...Forgotten...,...忘记...
CHAPEL_WITCH_01,...Ours...,...我们的...
CRYSTAL_CREATURE_02,Rem... mem...,rem ... mem ...
THREAD_MEMORY_SPINNER_CRADLE_06,Spin... Bind... Punish...,旋转...绑定...惩罚...
THREAD_MEMORY_SPINNER_CRADLE_07,Of the first... the last...,第一个...最后一个...
THREAD_MEMORY_SPINNER_CRADLE_04,Glory to you...,荣耀你...
THREAD_MEMORY_SPINNER_CRADLE_05,Devotion to you...,奉献给你...
THREAD_MEMORY_SPINNER_CRADLE_02,Our light divine...,我们的光明...
THREAD_MEMORY_SPINNER_CRADLE_03,Wake... Wake... Wake...,唤醒...唤醒...唤醒...
THREAD_MEMORY_SPINNER_CRADLE_01,Our mother... true...,我们的母亲...是的...
MOSS_03,"Young must eat, grow or die...",年轻必须吃，成长或死...
MOSS_02,"Call for danger, hide away...",要求危险，躲开...
MOSS_01,"Protect us, mother!",保护我们，妈妈！
SHERMA_06,To the world&#8217;s shining peak!,到世界闪亮的山峰！
THREAD_MEMORY_SPINNER_CRADLE_08,We hear you!,我们听到你的声音！
MOSS_04,"Sleep and change, have no fear...",睡眠和变化，不怕...
SHERMA_05,"We pilgrims, blessed...",我们朝圣，有福了...
THREAD_MEMORY_GRUBFARMER_NEST_06,My strength or theirs?,是谁的力量？
SHERMA_03,Together we climb...,我们一起爬...
CHAPEL_SHAMAN_02,...Our family...,……我们的家族……
ROSARY_PILGRIM_04,To ascend... triumphantly...,上升...胜利...
ROACHKEEPER_01,Herd them...,畜...
ROSARY_PILGRIM_02,"All is mine... for me, for me!",一切都是我的...对我来说，对我来说！
BONETOWN_03,Always up...,总是...
GRAND_REED_02,The holy heights of the Citadel...,城堡的圣地...
ROSARY_PILGRIM_01,"Holy, holy, gather it up!",圣洁的圣洁，收集它！
GRAND_REED_04,May my shell never break...,愿我的外壳永远不会破裂...
GRAND_REED_05,For my devotion... unending...,为了我的奉献...无休止...
CHAPEL_SHAMAN_04,...Remember...,...记住...
ARCHITECT_06,...Designs...Divine...,...设计...神圣...
HALFWAY_HOUSE_ACT3_02,Safety...still...,安全...仍然...
HALFWAY_HOUSE_ACT3_03,Cold...,寒冷的...
GILLY_FINAL_02,Have I made you proud?,我让你感到骄傲吗？
HALFWAY_HOUSE_ACT3_01,The last...nectar...,最后一个...花蜜...
HALFWAY_HOUSE_ACT3_04,The last...warmth...,最后一个...温暖...
SWAMP_DRIFTER_04,Life... light... threads...,生活...光...线...
GARMOND_ACT3_05,We remember your light...,我们记得你的光...
FIELDS_CREATURE_01,From heat we grow...,从热量开始...
BELLTOWN_HAUNTED_05,...Divine...light...,...神...光...
BELLTOWN_HAUNTED_04,...Divine...voice...,...神圣的声音...
SHERMA_WARD_03,Am I not holy enough?,我不够圣洁吗？
BELLTOWN_HAUNTED_06,...We are yours...,...我们是你的...
BELLTOWN_HAUNTED_01,...Your glory...,...你的荣耀...
BONETOWN_FUNERAL_04,Fellow pilgrim...,朝圣者...
SKULL_KING_01,Break and bash!,休息和狂欢！
BELLTOWN_HAUNTED_02,...Your grace...,...你的恩典...
SHERMA_CITADEL_01,Brothers... sisters...,兄弟...姐妹...
BANK_WIDE_03,...Our grace...,...我们的恩典...
SONG_KNIGHT_02,Cut down the cursed...,减少诅咒...
BLOAT_ROACH_02,Warm waters teeming...,温暖的水饱满...
HUNTER_MERCHANT_02,All for her...,全都为她...
THREAD_MEMORY_SNARESETTER_01,...Is it done?,...完成了吗？
THREAD_MEMORY_SURFACE_05,Now only the wind...,现在只有风...
PILGRIMS_REST_ACT3_01,...Shell... safe...,...壳...安全...
SWAMP_SHAMAN_02,All are subject to my rule!,所有这些都遵守我的规则！
OLD_PENITENT_05,Voices... pleading...,声音...恳求...
COGWORK_DANCERS_06,To dance! Our duty!,跳舞！我们的职责！
AUTOMATON_02,...Lift it...Fix it...Me?...,...举起...修理...我？...
FLEATOPIA_04,We fleas together... Till final bells...,我们一起跳蚤...直到最后的铃铛...
DUCT_SUCKER_02,Swallow... suffer...,吞咽...受苦...
KRATT_LONE_01,Are you hiding from Kratt?,你躲在克拉特吗？
GREAT_GOURMAND_01,...EAT... EAT...,...吃...吃...
WARD_SURGEON_02,We banish you!,我们驱逐你！
ROOF_CRAB_YOUNG_01,Our time has come...,我们的时间来了...
BROODMOTHER_03,"Warmly, safely...",温暖，安全...
PILGRIMS_REST_03,Are we worthy?,我们值得吗？
MEMORY_CORALTOWER_02,For the lord born strong...,对于主天生的耶和华...
SPRINTMASTER_03,Speed is strength!,速度就是力量！
CROW_JUROR_04,Punish the villain!,惩罚恶棍！
COGWORK_DANCERS_02,We shall never...Dance alone!,我们永远不会...一个人跳舞！
THREAD_MEMORY_UNDERWISP_02,"In dark, forgotten...",在黑暗，被遗忘...
THREAD_MEMORY_PONTIFF_01,Damned bugs...,该死的虫子...
CROW_JUROR_01,Guilty! Guilty!,有罪的！有罪的！
CROW_JUROR_02,Lay down your judgement!,放下你的判断！
CROW_JUROR_03,"Father, Father!",父亲，父亲！
DUST_TRADER_04,Sat amidst the putrid smell!,坐在腐烂的气味中！
SLAB_FLY_06,By toil... by torment...,辛劳...折磨...
SHELLGRAVE_03,...Climb and serve...,...攀爬并服务...
SHELLGRAVE_02,"...Alone, without you...",...一个人，没有你...
SHELLGRAVE_01,...Not worthy...,...不值得...
SONG_HEAVY_SENTRY_02,Prostrate your meagre shells!,俯卧在微薄的炮弹！
SHELLGRAVE_04,...Die and serve...,...死了...
CURIOUS_PILGRIM_01,What haunts us?,是什么困扰着我们？
CHAPEL_REAPER_04,...Sow and reap...,...播种和收割...
SAND_CENTIPEDE_03,Hard bone beneath...,坚硬的骨头...
SHERMA_CARETAKER_03,Brothers... sisters...,兄弟...姐妹...
BELLTOWN_HAUNTED_03,...We hear it...,...我们的心...
BONETOWN_ACT3_06,...Glory...,...荣耀...
SHELL_FOSSIL_MIMIC_04,May the world ignore me...,愿世界忽略我...
PILGRIM_GENERIC_10,"Pull us higher, ever higher...",吸引我们更高，更高...
BELL_EATER_01,Long slumber...,沉睡...
CROW_03,Swoop and scratch...,摇摆和划痕...
THREAD_MEMORY_BLOOM_04,...Distant reach... distant life...,...远处...遥远的生活...
BELL_EATER_04,World trembles...,世界颤抖...
CHAPEL_REAPER_03,...Pharloom flourished...,...伪装蓬勃发展...
SILK_SIPHON_WIDE_01,...Help...,...帮助...
KRATT_LONE_02,Where are you all...,你们都在哪里...
SILK_SIPHON_WIDE_03,...Please... remember...,...请...记住...
SILK_SIPHON_WIDE_02,...Eternal?...,...永恒？...
PINSTRESS_01,The flurried dance of blades swung swift...,叶片的舞蹈舞蹈挥舞着...
SILK_SIPHON_WIDE_04,...No...,...不...
BONE_CREATURE_06,Claws are sharp...,爪很锋利...
DUSTROACH_POLLYWOG_04,Eat! Eat! Eat!,吃！吃！吃！
ENCLAVE_06,Our pilgrimage...,我们的朝圣...
STEEL_SERVANT_05,Always to watch...,总是看...
STEEL_SERVANT_04,The spires... and beneath...,尖顶...下面...
SHERMA_04,Together we pray!,我们在一起祈祷！
STEEL_SERVANT_02,The masters&#8217; sight...,大师＃8217;视线...
VAULT_KEEPER_01,Ours to guard...,我们要保护...
VAULT_KEEPER_03,Hidden dark and deep...,隐藏的黑暗和深...
VAULT_KEEPER_02,Ours to keep...,我们要...
SNITCH_CAVE_02,In ruins is riches...,在废墟中是财富...
VAULT_KEEPER_04,"Holy secrets, sacred whispers...",神圣的秘密，神圣的耳语...
VAULT_KEEPER_06,Songs that only we may sing!,只有我们可以唱歌的歌！
VAULTKEEPER_CARDINIUS_02,Escape this shell constricting...,逃脱这个壳限制...
FLEA_TRACKER_LONE_02,None can hide...,没有人可以隐藏...
ARCHITECT_04,...From these thoughts...Creation...,...从这些想法...创造...
CHAPEL_WANDERER_03,...We climbed...,...我们爬...
MEMORY_SILKHEART_WARD_04,...Eternal...,...永恒...
GRAND_REED_06,May I rise... May I rise...,我可以崛起...我可以崛起...
CORAL_DRILLER_LONE_06,Lost! Lost!,丢失的！丢失的！
SLAB_FLY_SMALL_02,Born in filth...,生于肮脏...
SLAB_FLY_SMALL_03,No escape!,没有逃脱！
SLAB_FLY_SMALL_01,Sinner!...,罪人！...
HUNTER_06,The caves call... we listen...,洞穴电话...我们听...
HUNTER_07,...Is this still her song?,...这仍然是她的歌吗？
TINY_BROODMOTHER_01,"Eggy, eggy, big and warm...",Eggy，Eggy，大而温暖...
CORAL_JUDGE_01,Pass only the pure...,仅通过纯净...
TINY_BROODMOTHER_03,"Grow bigger, bigger, oh so big...",变得更大，更大，哦，如此大...
HUNTER_03,All for the singer...,全都为歌手...
SNAIL_SHAMAN_08,O soulful ones...,灵魂的人...
TINY_BROODMOTHER_04,Fill your belly with lovely eggs!,用可爱的鸡蛋充满您的肚子！
MOSSCREEP_01,"Beating, beating...",殴打，殴打...
PHANTOM_02,Forgotten...,被遗忘...
MITE_GREYMOOR_04,Claw and fang...,爪和牙...
HUNTER_08,These lands... always ours...,这些土地...总是我们的...
WHITE_CLOVERSTAG_01,May echoes gather...,愿回声聚集...
BONE_HOPPER_03,"Roaming, feeding, distant depths...",漫游，喂食，遥远的深度...
SNAIL_SHAMAN_03,Only a simple bug...,只有一个简单的错误...
SNAIL_SHAMAN_04,Strength in despair...,绝望的力量...
SNAIL_SHAMAN_05,Our power...,我们的力量...
GARMOND_01,Always in our hearts...,永远在我们心中...
FARMER_WISP_04,Fire is all!,火就是全部！
ARCHITECT_02,...To serve...Eternal...,...服务...永恒...
SLAB_PRISONER_02,Shame! Shame!,耻辱！耻辱！
WARD_CREMATORIUM_04,...Retrieve it...,...检索...
THREAD_MEMORY_SILK_SIPHON_02,To devote... eternal...,致力...永恒...
MOSSCRAWLER_GIANT_03,Eat and grow... larger...,吃和成长...更大...
PEAKS_DRIFTER_01,"Lightly, lightly, oh so lightly...",轻轻轻轻，哦，如此轻微...
GARMOND_FIGHTER_03,"Live or die, make them proud!",活着或死，让他们感到骄傲！
LADYBUG_06,Spread your wings!,张开你的翅膀！
PILGRIM_GENERIC_11,We will climb! Climb! Climb forever!,我们将攀登！爬！永远攀登！
PILGRIM_GENERIC_01,"There is no pain, nor fear, nor death...",没有痛苦，也没有恐惧，也没有死亡...
UNRAVELLED_05,Cannot... remember...,不能...记住...
CRADLE_ACT3_05,...Sacrificed...,...牺牲...
SLAB_FLY_SMALL_04,Be still! Be still!,静止！静止！
PLINNEY_SHELLGRAVE_04,That memory... my treasure...,那个记忆...我的宝藏...
RELIC_DEALER_03,Keep them safe!,确保它们安全！
BLUE_SCIENTIST_ACT3_03,Have we done it?,我们做了吗？
GILLY_02,Daughter&#8217;s promise!,女儿的承诺！
CORAL_DRILLER_DUO_04,Pierce the stone!,刺穿石头！
BONETOWN_01,Our last rest...,我们的最后一个休息...
CORAL_DRILLER_LONE_04,Crush! Crush!,压碎！压碎！
CORAL_DRILLER_DUO_01,Together! Stronger!,一起！strong！
WRAITH_03,"Begone, begone!",Begone，Begone！
FIRST_SINNER_SPIRE_01,...Faded...,...褪色...
UNDER_HANGING_GOLEM_02,...SERVE...BEYOND SHELL...,...服务...超越壳...
FIRST_SINNER_SPIRE_03,...First...,...第一的...
FIRST_SINNER_SPIRE_04,...Our Silk... Our rage...,...我们的丝绸...我们的愤怒...
FIRST_SINNER_SPIRE_05,"...Wait, and hate...",...等待，讨厌...
FIRST_SINNER_SPIRE_06,"...Wait, and die...",...等待，死了...
EVA_03,This form so fragile...,这种形式是如此脆弱...
GREAT_GOURMAND_04,...MUCH... EAT... GOOD...,...很多...吃...好...
MEMORY_SILKHEART_LACE_02,...A child spun loyal...,...一个忠实的孩子...
OLD_PENITENT_02,Silence above...,上面的寂静...
LADYBUG_02,Life&#8217;s for playing!,生活效果！
HUNTER_01,Strength from her. Strength for her...,她的力量。她的力量...
EVA_05,Our silken sight...,我们丝绸的视线...
MEMORY_RED_05,...Warrior... Princess...,...战士...公主...
MEMORY_RED_04,...Hunt... Seek... Slay...,...狩猎...寻求...杀人...
OLD_PENITENT_04,Sisters... accord...,姐妹...协议...
MEMORY_SILKHEART_LACE_04,...Pure...,...纯的...
MEMORY_RED_01,...Child born pale...,...孩子天生苍白...
LAST_CONDUCTOR_05,Only our song...,只有我们的歌...
ARBORIUM_KEEPER_04,What was will not be forgotten...,什么不会忘记...
MEMORY_RED_02,...Watch... Wait... Pray...,...看...等等...祈祷...
THREAD_MEMORY_DOCK_FLINTSLATE_01,...Endless heat...,...无尽的热量...
DUSTROACH_04,More and more!,越来越多！
SKULL_KING_02,Crush and smash!,粉碎和粉碎！
BROODMOTHER_04,Yummy! Yummy!,好吃！好吃！
TORMENTED_TROBBIO_05,Scorned to suffer...,嘲笑遭受痛苦...
ROACHKEEPER_03,Feed the many...,喂很多...
CHOIR_02,The song sustains!,这首歌维持！
BONEGRAVE_02,"...Alone, without you...",...一个人，没有你...
THREAD_MEMORY_SWAMP_JAILER_02,They wait...,他们等...
BONETOWN_10,Climb to death...,爬死...
THREAD_MEMORY_SWAMP_JAILER_01,They watch...,他们看...
TROBBIO_01,Awake Pharloom!,醒来的滑织！
THREAD_MEMORY_SWAMP_JAILER_04,The voices... everywhere...,声音...到处...
CRYSTAL_CREATURE_03,Memem... rem... mem...,模因嗯...模因...
SHERMA_02,We find our way!,我们找到了路！
THREAD_MEMORY_UNDERSTORE_LARGE_PILGRIM_02,...Run...,...跑步...
THREAD_MEMORY_UNDERSTORE_LARGE_PILGRIM_03,...Free...,...自由的...
THREAD_MEMORY_UNDERSTORE_LARGE_PILGRIM_01,...Toil...,...辛劳...
FIELDS_CREATURE_03,Shells soft...,贝壳软...
CHAPEL_BEAST_02,...Our food...,...我们的食物...
MEMORY_RED_03,...Child born bound...,...孩子天生的束缚...
GREEN_PRINCE_06,Our gaze... as one...,我们的目光...作为一个...
THREAD_MEMORY_ARCHITECT_06,Designs... divine...,设计...神圣...
CITADEL_MITE_GIANT_02,Golden claws... snap them...,金爪...抢他们...
CITADEL_MITE_GIANT_01,Hidden long... waiting long...,隐藏长期...等待长时间...
SNAIL_SHAMAN_06,Hide and wait...,隐藏并等待...
THREAD_MEMORY_SNARESETTER_03,...To bind her... tight...,...绑住她...紧紧...
THREAD_MEMORY_SURFACE_03,From depths below...,从下面的深度...
ZAZA_LONE_03,Follow quickly!,快速跟随！
CRADLE_ACT3_04,...We Spun...,...我们旋转...
FIRST_SINNER_06,Cursed with Silk!,被丝绸诅咒！
UNRAVELLED_04,Cannot... feel...,不能...感觉...
WIDOW_06,"For you, holy mother... all for you...",为你，圣洁的妈妈...全都为你...
THREAD_MEMORY_GREYMOOR_DARK_03,...Lost... Alone...,...迷路...一个人...
ZAZA_FINAL_04,Let&#8217;s meet back home...,让＃8217与家见面...
SLAB_FLY_SMALL_05,No light!,没有光！
DOCK_WORKER_02,Smelt dug and churned...,臭味挖了...搅动...
KRATT_LONE_03,Are you lonely without Kratt?,没有克拉特，你是孤独吗？
SAND_CENTIPEDE_01,"Churning, shifting...",搅动，转移...
SHERMA_CARETAKER_05,Our strength is shared...,我们的力量分享...
HUNTER_QUEEN_05,My hunters!,我的猎人！
SONG_GOLEM_08,STRONG... STRONG...,坚强...坚强...
ROSARY_THIEF_06,"Drop it now, naughty naughty!",现在放下它，顽皮的顽皮！
SONG_GOLEM_05,SONG... HOLY...,歌...神圣...
SONG_GOLEM_04,SACRED... TOIL...,神圣...辛劳...
SONG_GOLEM_07,UNENDING... UNYIELDING...,无休止的...不屈不挠...
SWAMP_CREATURE_02,Choke on bile...,胆汁上的ch
AUTOMATON_06,...To serve...,...服务...
SHELLWOOD_WASP_01,Find the scent...,找到气味...
SHELLWOOD_WASP_02,Dig in deep...,深入...
SHELLWOOD_WASP_03,Drink the sap...,喝汁液...
SHELLWOOD_WASP_04,Protect the nest...,保护巢...
BLUE_SCIENTIST_ACT3_04,Life sustained...,生活维持...
PILGRIMS_REST_01,A shell still safe...,外壳仍然安全...
MEMORY_CORALTOWER_04,For order brought by claw and blade...,对于Claw和Blade带来的命令...
CORAL_DRILLER_DUO_03,This small one... trapped...,这个小的...被困...
SEAMSTRESS_02,Fix the fabric. Roll the hem...,修复织物。下摆...
CHAPEL_BEAST_03,...Life... Death... Nature...,...生命...死亡...自然...
MEMORY_FIRST_SINNER_03,Know our Silk...,知道我们的丝绸...
CHAPEL_BEAST_01,...Our foes...,...我们的敌人...
SETH_GUARDIAN_02,Ages pass...,年龄通过...
ZAZA_FINAL_01,Old bug... old friend...,老虫...老朋友...
CHAPEL_BEAST_04,....Remember...,....记住...
ZAZA_FINAL_05,Thank you...,谢谢...
WISP_TOTEM_02,"Feed us, free us!",喂我们，释放我们！
RELIC_DEALER_04,Keep them close...,让他们靠近...
SKULL_KING_03,Crowned as ruler...,加冕为统治者...
PILGRIMS_REST_ACT3_02,...Survive...,...存活...
GREYROOT_CHAMBER_01,We come...,我们来...
FORGE_DUO_06,We continue the task...,我们继续任务...
TROBBIO_05,A performer unmatched!,表演者无与伦比！
GREYROOT_CHAMBER_02,We... bring you...,我们...带你...
SPRINTMASTER_04,Even fate can be outpaced!,甚至命运也可以超越！
BLUE_SCIENTIST_FINAL_03,...A source...,...来源...
FARMER_04,Even these dregs...,甚至这些dreg ...
CHAPEL_REAPER_05,...Remember...,...记住...
GRUBFARMER_01,The weak must serve...,弱者必须服务...
WHITE_CLOVERSTAG_03,Forgotten or lost...,被遗忘或丢失...
GOURMAND_SERVANT_04,"Your holy, shining gaze!",您的圣洁凝视！
LAST_JUDGE_06,"Our duty, eternal...",我们的职责，永恒...
LAST_JUDGE_05,The purity of flame...,火焰的纯度...
LAST_JUDGE_04,For the Citadel strong!,对于城堡强壮！
LAST_JUDGE_03,Only the holy may judge!,只有圣洁可以判断！
LAST_JUDGE_02,Smite the sinners!,SMITE罪人！
LAST_JUDGE_01,Only the pure may pass!,只有纯净的可能会过去！
ENCLAVE_04,Dear Pharloom...,尊敬的小伙子...
THREAD_MEMORY_CRAWL_ASSISTANT_01,To our dead lands... life...,到我们的死土地...生活...
