Key,EN,ZH
CREST_UPGRADE_PROMPT,Allow Insight?,允许见解？
CREST_UPGRADE_REPEAT_ACT3,"Lady, Pharloom&#8217;s time grows short. If you are able to further expand your nature I urge you return to me.&lt;page&gt;Any power I possess, I shall grant it for your aid.&lt;hpage&gt;My thanks, Eva. If my nature expands as you say, I shall return.",夫人，滑织的时间越来越短。如果您能够进一步扩大自己的天性，我敦促您回到我身上。如果我的天性如您所说，我将回来。
CREST_UPGRADE_ACCEPT_DIALOGUE,Bind Eva?,绑定eva？
CREST_UPGRADE_MEET_CURSED,"Stay back, twisted leech! Even lodged within another&#8217;s shell, your ravenous nature shines clear.&lt;page&gt;You shall not defoul this chamber, nor claim my soul. Begone!",留下来，扭曲的水ech！即使在另一个＆＃8217的外壳中，您的狂热的性质也透明了。贝尼！
CREST_UPGRADE_FIRST_ALL,"Lady... Incredible... Your nature is so unlike a mortal bugs. Yours is malleable, transitory. It is a marvelous thing. Worth my long life to behold.&lt;page&gt;Unbound one, though we know each other little, permit me to ask a selfish request.&lt;hpage&gt;Your talent has provided a great benefit, Eva. What is it you desire of me?&lt;page&gt;Only to have my own soul, my own memories, bound within your shell... As you have done with those others throughout these lands.&lt;page&gt;I would not define as a crest within you, but my small strength may still grant a final boon.&lt;hpage&gt;You ask to be subsumed? Know your mind would cease to be, in any independent sense.&lt;page&gt;To be united with one unbound... This is the kind of escape I once prayed for, though the weight of ages had almost made me forget.&lt;page&gt;Lady, would you grant me this request?",女士...不可思议的...您的天性与致命的虫子不同。您的是延展的，短暂的。这是一件奇妙的事情。值得我长寿。您对我的需求是什么？从任何独立的意义上说，您的思想将不再是与一个未结合的人结合在一起的。
CREST_UPGRADE_ALL,"Lady, you are a multitude within a single shell. A being truly unbound. To aid your growth has proved a grand task, even for one as limited as me.&lt;page&gt;As my last act, permit me to ask a final, selfish request.&lt;hpage&gt;Your talents have provided great benefit, Eva. What is it you desire of me?&lt;page&gt;Only to have my own soul, my own memories, bound within your shell... As you have done with those others throughout these lands.&lt;page&gt;I would not define as a crest within you, but my small strength may still grant a final boon.&lt;hpage&gt;You ask to be subsumed? Know your mind would cease to be, in any independent sense.&lt;page&gt;I know. And still I seek it, gladly. To be united with one unbound... This is the kind of escape I once prayed for, though the weight of ages had almost made me forget.&lt;page&gt;Dear Lady, would you grant me this request?",女士，你是一个外壳中的众多。一个真正的未结合。为了帮助您的增长，证明了一项艰巨的任务，即使是我的最后一幕，即使我像我一样有限。您对我的需求是什么？在任何独立的意义上，都知道您的思想将不再是。我仍然很高兴地寻找它。与一个无限的人结合在一起...这是我曾经祈祷过的那种逃脱，尽管年龄的重量几乎使我忘记了。
CREST_UPGRADE_MEET,"Who&#8217;s there? Has someone come to free me? Or are you here to bring my end? &lt;hpage&gt;I am Hornet, prisoner, only a traveller and not here to slay you.&lt;hpage&gt;What cause sees you caged in these ruins of Weavers past? Were you their enemy?",谁在那里？有人来释放我吗？还是你来这里是我的结局？＆lt; hpage＆gt;我是大黄蜂，囚犯，只有一个旅行者，而不是在这里杀了你。你是他们的敌人吗？
CREST_UPGRADE_PRE_REPEAT,"Lady, my senses resound. You have grown further beyond the bounds of a bug.&lt;page&gt;Permit me to gaze again upon your nature, that I may offer clarity.",夫人，我的感觉很响。您已经超出了一个错误的范围。
CREST_UPGRADE_TALK_PURPOSE,"&lt;hpage&gt;How did you come to be sealed here, Eva? &lt;page&gt;Lady, you mistake. What seems a cage is as much my shell as the form inside.&lt;page&gt;I was born within this space. To leave would be my death, an uninspired end, though one I&#8217;ve sometimes wished would come.&lt;page&gt;I am unique, you see. My mothers shared the curse of their tribe, to conceive a child is a painful, near impossible task. &lt;hpage&gt;I know the curse well, Eva, for I am also it&#8217;s victim, and spawn of one who managed to overcome its limits. &lt;hpage&gt;Are you too an attempt to defy that cruel constraint?&lt;page&gt;A flawed attempt. A life spun from rune and shell, sustained only by its cage. My thoughts may mimic a Weavers but my senses are my own.&lt;page&gt;Over time, that difference brought only distance between us.",＆lt; hpage＆gt; eva，您是如何在这里密封的？＆lt; page＆gt;女士，你错误。看来的笼子就像我的内部形式一样多。离开将是我的死，这是一个毫无灵感的结局，尽管有时会想到一个i＆＃8217; page＆gt;我是独一无二的。我的母亲分享了他们部落的诅咒，以构想一个孩子是一项痛苦，几乎不可能的任务。＆lt; hpage＆gt; eva，我非常了解诅咒，因为我也是受害者的受害者，并且是一个设法克服其极限的人的产生。＆lt; hpage＆gt;您是否也是试图违抗残酷的约束？page＆gt;一种有缺陷的尝试。符文和壳的生命仅由笼子维持。我的想法可能会模仿织布工，但我的感觉是我自己的。
CREST_UPGRADE_ACCEPT,"By your grace, I am at last broken from my fate.&lt;hpage&gt;Gladly I accept your union, Eva. No longer shall you suffer eternity alone.",凭着你的恩典，我终于从命运中摔下来。您不再仅一个人遭受永恒。
CREST_UPGRADE_MEET_OVERBLUE,"Come no closer! I sense the forbidden blood coursing through you, that which grows and reshapes the world in its own vulgar image.&lt;page&gt;Whether it was imbibed willingly or not, none shall be allowed into this chamber while so afflicted. Begone!",不要再接近了！我感觉到禁忌的血液通过您而生的，它以其自身的庸俗形象而增长并重塑了世界。贝尼！
CREST_UPGRADE_REPEAT,"Lady, if in your travels you are able to further expand your nature, return to me. With what power I possess, I may be able to aid you further.&lt;hpage&gt;If my nature expands as you say, Eva, I shall return.",女士，如果您在旅途中您能够进一步扩大自己的天性，请回到我身边。有了我拥有的力量，我也许可以进一步帮助您。
CREST_UPGRADE_REOFFER,"Lady, would you think again upon my last request? To be bound amidst your shimmering soul?&lt;page&gt;I understand it is a selfish thing to ask, and I will hold no ill will if you reject.",女士，您会根据我的最后要求考虑吗？在您闪闪发光的灵魂中被束缚吗？
CREST_UPGRADE_DECLINE,"&lt;hpage&gt;I am sorry, Eva. I cannot grant you this. At least, not yet.&lt;hpage&gt;Yours is a mind strong and strange. That union could prove dangerous to my identity.&lt;page&gt;I understand, Lady. I will be here, if ever you reconsider.",＆lt; hpage＆gt;对不起，伊娃。我不能给你这个。至少还没有。那个工会可能对我的身份有危险。如果您重新考虑，我会在这里。
