Key,EN,ZH
PINSTRESS_FINAL_MEET,"Ah ha! Needle bug! Who else would dare wake a Pinstress with such force?!&lt;page&gt;Saw my wish, I&#8217;m guessing? Here hopin&#8217; to fulfill it?&lt;hpage&gt;I know what you are seeking, Pinstress... a death duel, an end from battle, not cavern&#8217;s collapse.&lt;hpage&gt;I can oblige... to a point... But a greater challenge still awaits me below.&lt;page&gt;Whatever else you&#8217;re about, you might be finding it futile now, needle bug. The black quakes... Pharloom&#8217;s finale arrives.&lt;page&gt;So let&#8217;s stop the yapping, aye! How&#8217;s &#8216;bout we begin? Let&#8217;s see at least one of us end true to our nature!",啊！针虫！还有谁敢用这样的力量唤醒一个小钳子？！在这里，霍金＆＃8217;要实现它吗？黑色地震... pharloom＆＃8217; page＆gt; page＆gt;所以，让＃8217; wsep thop the Yapping，是的！我们如何开始回合？让我们见到我们中的至少一个忠于我们的本性！
STEEL_SENTINEL_REOFFER,"Creature, higher... It has been sent... by Masters served... to retrieve Zi&#8217;s vassal lost?",生物，更高...已被送达的硕士...以检索Zi＆＃8217; Yot vassal丢失了吗？
STEEL_SERVANT_END_1_ACT3,"No. No. No... My saviour slain!&lt;page&gt;Why do you do this, cruel slasher? Why must I stay, and serve, so long, long, long?&lt;hpage&gt;That void must not be called, bug. Already it attacks these lands with enough force to end them. To summon it stronger will only hasten that fall.&lt;hpage&gt;For this moment at least, your shell is saved. It was only by wish of your steel companion, and fear of her Masters&#8217; punishment, that I arrived in time.",不，不，不...我的救主被杀！为什么我必须留下来并服务这么长，漫长，漫长？它已经以足够的力量攻击这些土地来结束它们。召唤它更强大只会加速那个跌倒。这仅是出于您的钢铁伴侣的愿望，并担心她的大师＆＃8217;惩罚，我及时到达。
PINSTRESS_FINAL_DEFEATED_PRE,"Gah! Bested fair, and yet you choose to stay the killing blow?&lt;hpage&gt;I can test you, Pinstress, and myself for what&#8217;s to come, but I will not cut you down.&lt;hpage&gt;Despite its quakes, Pharloom&#8217;s demise is not as certain as it seems. I shall act to change that fate.&lt;hpage&gt;If I succeed at my task, the land that remains will require the watch of strong bugs like you.&lt;page&gt;Well ain&#8217;t you an inspiration! Makin&#8217; me seem a right fool, here thinkin&#8217; only on the end while you&#8217;re looking to a future fair...&lt;page&gt;Seems you&#8217;ve beaten me twice, needle bug, both my pin&#8217;s edge, and my heart&#8217;s resolve...",g！击败公平，但是您选择保持杀戮打击吗？我将采取行动改变命运。Makin＆＃8217;我似乎是个傻瓜，在这里thinkin＆＃8217;只有在您＆＃8217;重新寻找未来的博览会时...
STEEL_SENTINEL_ACCEPT,"&lt;hpage&gt;Not for your Masters, but by my own will I may aid you, Zi, as long as the path permits.&lt;hpage&gt;Of your vassal, I have met one before, a scurrilous, scheming sort, and well able to remain hidden.&lt;hpage&gt;If your own servant shares similar disposition, they may prove hard to retrieve. Where would you advise I begin my search?&lt;page&gt;Zi has sensed their movement... She knows their places of rest. For pale It... Zi shall mark their chart.&lt;page&gt;Seek the vassal... Retrieve them, or their corpse... either is appropriate... either will aid... to avoid the Masters&#8217; wrath.",＆lt; hpage＆gt;＆gt;不适合您的大师，只要您的副词允许。＆lt; hpage。您在哪里建议我开始搜索？对于脸色... Zi将标记他们的图表。愤怒。
PINSTRESS_INTERIOR_GROUND_MEET_ACT_3,"So rude! To raise a Pinstress from their deep meditation!&lt;page&gt;You carry on with that kind of brash behaviour and you&#8217;re likely to be stuck quick through!&lt;hpage&gt;I&#8217;m surprised to find any bug still alive in such an inhospitable place. You are a warrior learned in the blades of this land?&lt;page&gt;Aye! A Pinstress! Your needle there might fit you fair, but the pin that&#8217;s the glorious weapon of Pharloom, least it was... it&#8217;s sure starting to feel like Pharloom doesn&#8217;t have long left.&lt;page&gt;Well, given I&#8217;m now awake, and time&#8217;s suddenly short, maybe you&#8217;d fancy a little training? Might be even this old master could show you a thing or two?",如此粗鲁！要从他们的深处冥想中抚养一个贴子！您是在这片土地的叶片中学到的战士吗？一个钳子！您的针头可能适合您，但是那是伪装的光荣武器，至少是……肯定会开始感觉像伪装一样，wever;训练？甚至可能是这个古老的大师都可以向您展示一两件事？
PINSTRESS_NPC_REPEAT,PINSTRESS_NPC_REPEAT,pinstress_npc_repeat
PINSTRESS_INTERIOR_SIT_TALK_REPEAT,"Off with you now, needle bug. I&#8217;ve respect for you and your sharp blade, but my hospitality shouldn&#8217;t be abused.",现在和你一起出发，针头虫。在＃8217中，尊重您和您的锋利的刀片，但我的热情不应该被滥用。
PINSTRESS_FINAL_ICECORE_VISITED,"Dunno if you&#8217;ve heard it, needle bug, but supposedly there&#8217;s a gleaming secret hidden at this mountain&#8217;s core.&lt;page&gt;Meant to be a marvel, or so my sisters past once told, a giant cavern all of crystal.&lt;hpage&gt;I have visited the core, Pinstress. It was a remarkable site indeed. I only hope that it shall not soon be lost.&lt;page&gt;Course you&#8217;ve seen it! Master at the blade and at the seeking. You&#8217;ve proven yourself an imposing talent. &lt;page&gt;Well, given you seem done up here, maybe its time you get back to your all important business?",dunno如果您听到了，请发出针头虫，但据说那是一个闪闪发光的秘密，隐藏在这座山上的核心。这确实是一个了不起的网站。我只希望它不会很快丢失。掌握刀片和寻求。您证明了自己是一个强大的才能。＆lt; page＆gt;好吧，鉴于您似乎在这里完成了，也许是时候回到所有重要的业务了？
STEEL_SERVANT_END_2,"&lt;page&gt;But the seer knows nothing! Nothing of the pain. All small Sula&#8217;s to bear... To watch, watch these lands dying, slow, the bugs suffering, falling, while our shell sustains...&lt;page&gt;The steelhearts feel so little... but we forced to serve, we endure it all. We alone. Why?&lt;hpage&gt;...Others may know that pain, small bug... Or at least something similar.&lt;page&gt;So will you chain me again? Herd me by point of your blade, and knowingly return me to that pain?&lt;hpage&gt;...I will not. I will inform the child of steel of what has transpired here, but I cannot force any bug to return to a task so cruel.&lt;page&gt;Then, then... Sula is free? At least to run? By your mercy, bug, these legs must move, quick, quick and far, far!",＆lt; page＆gt;但是先知一无所知！没有痛苦。所有的小苏拉（Sula＆Sula）都要忍受...要观看，看着这些土地垂死，慢速，虫子遭受痛苦，跌倒，而我们的炮弹却保持着……＆lt; page＆gt; page＆gt;钢铁心感觉很少……但是我们强迫我们忍受了一切。我们一个人。为什么？从你的刀片上放下我，并故意让我痛苦地痛苦？＆lt; hpage＆gt; ...我不会。我会告诉钢铁的孩子这里发生了什么事，但是我不能强迫任何错误返回任务如此残酷的任务。至少要运行？通过您的怜悯，虫子，这些腿必须移动，快速，快速，远！
STEEL_SENTINEL_REPEAT,"Zi must watch, record... and wait... Always she is true to her function... Ore-bound... To duty.",Zi必须观看，录制...等等...始终是她的职能……陷入困境的...值班。
PINSTRESS_FINAL_DEFEATED_REPEAT,A mighty battle we had my friend... Time now you get to your all important business. I&#8217;ll be wishing for your success.,一场激烈的战斗，我们有了我的朋友...现在是时候您从事您所有重要的业务。我希望您的成功。
STEEL_SENTINEL_OFFER,"...Creature, higher... Its meeting. Zi&#8217;s awakening... It is not chance... It has been sent to Zi, yes? By Masters served?... To retrieve her vassal lost?",...生物，更高...会议。Zi＆＃8217;觉醒...这不是机会...它已发送给Zi，是吗？由大师服务？
PINSTRESS_INTERIOR_SIT_TALK_01,"&lt;hpage&gt;Pinstress, why do you choose to live amidst these storm-swept caverns? Surely there are more hospitable places?&lt;page&gt;Somewhere gentler? Warmer? I&#8217;d only go soft! How else is one expected to maintain their wits?&lt;hpage&gt;Then this is not a place of hiding? That Citadel up top seems no friend to the free, or the strong who&#8217;d choose to remain apart.&lt;page&gt;...Aye. Well, yes. That too&#8217;s a reason, though one that shames me some.&lt;page&gt;Our grand Citadel learnt well from the training of Pinstresses past. Then it went and turned those teaching upon us!&lt;page&gt;Despite our superior skills, our numbers have always been few and their strength overwhelmed.&lt;page&gt;Of my once revered order, only two of us remain, wormed away in Pharloom&#8217;s forgotten corners, and my pin-sibling, she&#8217;s lost herself to more peaceable pursuits.",＆lt; hpage＆gt; letstress，为什么您选择在这些暴风雨般的洞穴中生活？当然还有更多热情好客的地方吗？温暖？我只能变软！人们还期望如何保持自己的智慧？那个城堡上衣似乎没有免费的朋友，或者是坚强的人，他们选择保持分开。好吧，是的。这也是一个原因，尽管一个原因使我感到震惊。然后它去了那些教导我们！
WORLD_EDGE_REPEAT,"&lt;hpage&gt;I cannot yet leave this land. Until I slay its source, this kingdom&#8217;s hunger for me will never abate.",＆lt; hpage＆gt;我还不能离开这片土地。直到我杀死了它的源头，这个王国对我来说的饥饿将永远不会减弱。
STEEL_SENTINEL_DECLINE,"Pale It... You would reject the role? Are you not tamed, bound, by Masters?... You would know... obedience is essential.&lt;page&gt;Recall, the fate of those who defy... Even you higher... Especially you higher...&lt;page&gt;...Compression... We have suffered it. We would never wish it upon another.",苍白...您会拒绝这个角色吗？您不是被大师驯服，被大师驯服吗？...您会知道...服从是必不可少的。我们永远不会希望别人。
PINSTRESS_INTERIOR_GROUND_DECLINED,"Ahh, is your needle too shy to show its edge? What a shame.",啊，你的针太害羞了，无法显示出它的边缘吗？真丢脸。
PINSTRESS_INTERIOR_STAND_REPEAT,"Even my welcome has limits, needle bug.&lt;page&gt;I&#8217;ve become well accustomed to solitude, and it&#8217;s unnerving to play host to your strange strength overlong.",即使是我的欢迎也有限制，针头虫。
PINSTRESS_INTERIOR_GROUND_REOFFER,"Planning to hang about are you, needle bug?&lt;page&gt;Fancy a little training? Care to test the power of a Pinstress? Might be even this old master could show you a thing or two?",打算挂在你身上，针头虫吗？愿意测试钳子的力量吗？甚至可能是这个古老的大师都可以向您展示一两件事？
PINSTRESS_FINAL_REOFFER,"Having second thoughts on our bout, needle bug? Good! I&#8217;ll not hold back my blade, and I&#8217;ll expect the same from you.",对我们的回合有第二个想法，针头虫？好的！我不会阻止我的刀片，而我期望您也是如此。
STEEL_SENTINEL_MEET,"...Bug... Higher... It has come seeking... Zi is found... She is awoken.&lt;hpage&gt;Greetings, child of steel. I have known your type, in past. From your presence it is clear this land too has caught the long gaze of your Masters.&lt;page&gt;Masters... Yes... For them, Zi observes... obedient... always...&lt;page&gt;And you... a creature in half... Pale It... Bug It... old... stubborn... alone... You too are observed.",... bug ...更高...它是在寻找...发现Zi ...她被唤醒了。我过去认识你的类型。从您的面前，很明显，这片土地也抓住了您的大师的长期目光。
STEEL_SENTINEL_OFFER_NO_MAP,"...Creature, higher... Its meeting, Zi&#8217;s awakening... It is not chance... It has been sent, by Masters served?... To retrieve her vassal lost?&lt;page&gt;But no... pale It cannot.. First, a chart is needed. Pale It must acquire one. Only then can Zi provide the marks... Their vassal&#8217;s location sensed strong.",...生物，更高...会议，Zi＆＃8217;觉醒...这不是机会...它是由大师送来的？苍白必须获得一个。只有这样，Zi才能提供标记...他们的附庸及其位置很强。
STEEL_SENTINEL_END_1,"&lt;hpage&gt;Zi, your vassal is gone, alive, fled beyond these lands.&lt;hpage&gt;I chose to allow their escape, even if your wish may not be granted.&lt;page&gt;The wish? No... pale It... Zi sensed clear your meeting... The rite... The vassal is tarnished. They have touched the dark. By the Masters they will now be hunted... no matter the distance fled.&lt;hpage&gt;Perhaps, for your vassal, that is preferable? Waste here in servitude or flee free. They made their choice, and proclaimed it clear by their black action.&lt;hpage&gt;Their dark champion is slain, but luck or guile may yet see them survive.&lt;page&gt;Hope!.. Pale It... For a vassal who defies the Masters?... You give Zi a thought, complex...&lt;page&gt;The outcome is different... and Zi must now observe alone... but this may be the better way?&lt;page&gt;Zi shall accept the happening... shall pray the Masters still see her loyal... and Zi too will share the hope... that her vassal lives long unbound.",＆lt; hpage＆gt; zi，您的附庸已经消失，活着，逃离了这些土地。不...苍白... Zi感觉到了您的会议...仪式...附庸会受到损害。他们触摸了黑暗。通过大师们，他们现在将被猎杀...无论距离逃跑了。在这里浪费奴役或自由逃跑。他们做出了自己的选择，并通过黑色的行动宣布了他们的黑色冠军，他们的黑暗冠军被杀了，但是运气或狡猾的人可能会看到他们生存。方式？
PINSTRESS_FINAL_DEFEATED_POST,"For your talents, needle bug, in blade and strength... and restraint, take this emblem of my order.&lt;page&gt;Hadn&#8217;t ever thought another&#8217;d be joining our slim ranks, but you&#8217;re as deserving a member as&#8217;s ever come before.",对于您的才华，针头虫，刀片和力量……以及克制，请以我的订单象征。
WORLD_EDGE_ACT3_REPEAT,&lt;hpage&gt;I will not flee. I cannot abandon the kingdom to a collapse of my making.,＆lt; hpage＆gt;我不会逃跑。我不能放弃王国的崩溃。
STEEL_SENTINEL_REOFFER_NO_MAP,"Creature, higher... return when a chart is acquired. A chart is needed, essential, to serve the Masters... to aid Zi.",生物，更高...获取图表时返回。必不可少的图表来为大师服务...以帮助Zi。
PINSTRESS_FINAL_DECLINE,"Ahh... Shame. Surely battle&#8217;d be the better end, no?&lt;page&gt;If not by blade, we&#8217;ll just have to accept whatever conclusion this new quaking calamity flings upon our heads.",啊...可耻。当然，战斗＆＃8217; d要成为更好的目的，不？page＆gt;如果不是通过刀片，我们只需要接受这场新的震惊灾难的任何结论。
STEEL_SERVANT_RITUAL,"&lt;hpage&gt;Cease your summoning, fool bug!&lt;hpage&gt;Though you may yearn for freedom, that saviour you hope to call will bring only death.",＆lt; hpage＆gt;停止您的召唤，傻瓜虫！
PINSTRESS_INTERIOR_GROUND_TALK,"It&#8217;s a right long time since I&#8217;ve felt so vigorous. All those dulled pilgrims are useless for testing my talents.&lt;hpage&gt;Your blade proved an impressive challenge, Pinstress. The strength and skills hidden about this kingdom continue to surprise me.&lt;page&gt;You bear your own strange strengths, needle bug. More I think than you&#8217;d be willing to reveal to me.&lt;page&gt;What, I wonder, are you planning to turn all that power towards?",自I＆＃8217; ve感到如此兴奋以来，这很长时间了。所有这些沉闷的朝圣者对我的才能毫无用处。关于这个王国的力量和技能继续使我感到惊讶。我认为比您更愿意向我透露。
STEEL_SERVANT_END_1,"No. No. No... My champion slain!&lt;page&gt;Why do you do this, cruel slasher? Why must I stay, and serve, so long, long, long?&lt;hpage&gt;That void must not be called, bug. Not ever. None can control it, though many have tried. &lt;hpage&gt;Any strength you hoped it offered would fast be proven false.&lt;hpage&gt;Consider yourself fortunate I arrived in time. Your shell is saved, all by wish of your steel companion, and fear of her Masters&#8217; punishment.",不，不，不...我的冠军被杀！为什么我必须留下来并服务这么长，漫长，漫长？从来没有。尽管许多人尝试过，但没有人可以控制它。＆lt; hpage＆gt;您希望提供的任何力量都将很快被证明是错误的。您的贝壳是通过钢铁伴侣的愿望来保存的，并担心她的大师＆＃8217;惩罚。
WORLD_EDGE_ACT3,"&lt;hpage&gt;If I chose to head beyond I would abandon Pharloom to a collapse of my making.&lt;hpage&gt;While I live, and still possess the strength to act, I will not allow that end to come to pass.",＆lt; hpage＆gt;如果我选择超越，我会放弃涉及我的制作的崩溃。
PINSTRESS_FINAL_ICECORE,"Dunno if you&#8217;ve heard it, needle bug, but supposedly there&#8217;s a gleaming secret hidden at this mountain&#8217;s core.&lt;page&gt;Meant to be a marvel, or so my sisters past once told, a giant cavern all of crystal.&lt;page&gt;If you&#8217;re hanging around these heights, and time&#8217;s allowing, maybe you&#8217;ll get to seeking it?&lt;page&gt;Course you&#8217;d first have to find the entrance, but you&#8217;ve certainly shown the skills to wriggle up in there, provided you&#8217;re so inclined.",如果您＆＃8217; ve听到了针刺，但据说那是一个闪闪发光的秘密，隐藏在这座山上的核心。时代允许的时间，也许您会寻求它吗？
STEEL_SENTINEL_END_2,"&lt;page&gt;A small gift for you pale It... for the thought, complex... rock of the home spear... and of Zi&#8217;s birth. May it aid your further action in this land.",＆lt; page＆gt;一个小礼物给你苍白...为了思考，复杂的岩石……和Zi＆＃8217的出生。愿它有助于您在这片土地上的进一步行动。
PINSTRESS_INTERIOR_GROUND_REPEAT,"Off with you now, needle bug! A Pinstress of my substantial talent requires their deep meditation, especially after such a satisfying bout.&lt;hpage&gt;Goodbye, Pinstress. May your blade remain sharp.",现在和你一起出发，针头虫！我的杰出人才的贴子需要他们深刻的冥想，尤其是在如此令人满意的回合之后。愿您的刀片保持锋利。
