Key,EN,ZH
BLUE_SCIENTIST_QUEST_COMPLETE_2,"Since you have proven yourself a capable assistant, take this delightful implement of my own invention, a Plasmium Phial.&lt;page&gt;With it, you can inject precious Plasmium straight into your body. Almost painlessly!&lt;hpage&gt;Your tool certainly looks sharp enough to pierce my shell, sir, but why should I want to do so?&lt;page&gt;Because filling your body with Plasmium is so beneficial! It protects you from harm! And it feels so exquisitely good!&lt;page&gt;My assistant and I have been injecting Plasmium into the local flora and fauna since we arrived. No ill effects have been observed, and so we can conclude that the process is utterly, completely safe.&lt;page&gt;Keep using the Plasmium Phial, and enjoy all the wonderful effects it has on your body. If you ever run out of Plasmium, visit me again.&lt;page&gt;I&#8217;ll charge a few rosaries for refills, but you can be confident that every bead goes towards our vital studies!",由于您已经证明了自己是一个有能力的助手，因此请将自己发明的令人愉快的实现，即质子质量。几乎毫不痛苦！它可以保护您免受伤害！自从我们到达以来，感觉真是太好了！没有观察到不良影响，因此我们可以得出结论，该过程完全安全。如果您用完了浆液，请再次拜访我。
BLUE_SCIENTIST_QUEST_COMPLETE_1,"Ahh, and exactly the required amount! A satisfactory effort, assistant!&lt;page&gt;With this pure Plasmium extract, I may finally come to understand this wondrous substance.",啊，正是所需的金额！助理！＆gt; page＆gt;用这种纯净的质膜提取物，我终于可能开始理解这种奇妙的物质。
BS_SIT_QUEST2_REPEAT,Ready the Needle Phial... find the plasmified bugs below...&lt;page&gt;Charge the Phial to full strength... Pierce them deep... Extract the Plasmified Blood...,准备好的针头...在下面找到质量的虫子...
BS_SIT_QUEST1_OFFER,"Assistant... You will help, yes? The buds have ripened... The Plasmium harvest can begin...",助手...您会帮忙吗？芽已经成熟...浆收成可以开始...
BS_SIT_QUEST2_REOFFER,The bugs below who have imbibed the substance and evolved... their bodies are filled with Plasmified Blood...&lt;page&gt;You must use the Needle Phial and extract this precious nectar... only by scrutinising it... can we attain higher knowledge...,下面吸收了物质并进化的虫子……他们的身体充满了质量的血液...
BS_SIT_QUEST2_COMPLETE_1,"&lt;hpage&gt;Take it sir, though what insight it will grant you I cannot say.&lt;page&gt;Have faith, dear assistant... After all this I understand... the greatest knowledge comes only from faith... faith in Plasmium.&lt;page&gt;This blood you have collected... sparkles... I see it! A glorious form... a glorious future, shimmering back at us...",先生，＆lt; hpage＆gt;尽管它会赋予您什么洞察力，但我不能说。一种光荣的形式...光荣的未来，向我们闪闪发光...
BS_SIT_QUEST1_DECLINE,"You decline, Assistant? You cannot. The buds... The harvest. It must occur... For the source, and your saving...",你拒绝，助手？你不能。芽...收获。它必须发生...来源和您的保存...
BS_SIT_QUEST2_DECLINE,What fear arrests you...? This must be done... or we will never learn the deeper truth... Never become what is needed...,什么恐惧逮捕了你...？这必须做到...否则我们永远不会学会更深层的真理...永远不会成为需要的...
BLUE_SCIENTIST_DECLINE,"You would refuse?! There is much work to be done, and it is all so achingly slow when I have no aid!",你会拒绝吗？有很多工作要做，当我没有援助时，一切都非常慢！
BS_SIT_QUEST2_ACCEPT,Ahhhh. Yes... Assistant. So loyal... Take the Needle Phial... find the plasmified bugs below...&lt;page&gt;Charge the Phial to full strength... Pierce them deep... Extract their Plasmified Blood.&lt;page&gt;Once we have it... we can peer deeper... learn more... enlighten ourselves fully...,啊。是的...助手。如此忠诚...拿针phial ...找到下面的质虫...
BS_SIT_MEET,"Ohhhhh... Assistant? Is that you?... You return at last, my friend?&lt;hpage&gt;Sir, you are in a disturbing state. This substance sprouts from within your shell. Time will see it consume you entirely. Would you seek aid?&lt;page&gt;No... No... Assistant... you are confused. A wonderful thing, we become. The Plasmium, our great research... We have progressed.&lt;page&gt;The research must continue. Soon... I shall become a source.",哦，助手？那是你吗？...您终于回来了，我的朋友？这种物质从外壳内芽。时间会看到它完全消耗您。您会寻求援助吗？一件很棒的事情，我们成为了。浆细胞，我们的伟大研究……我们已经进步了。很快...我将成为来源。
BLUE_SCIENTIST_REFILL_OFFER,Assistant! Have you come to refill your reserve of Plasmium?,助手！您是否来补充质膜储备？
LIFEBLOOD_REFILL_PROMPT,Refill Plasmium Reserve?,重新填充质子储备？
BLUE_SCIENTIST_MEET,"Oho? A new face! Not here to bother, I hope? I&#8217;ve critical studies underway in these twisting tunnels and can afford no distractions!&lt;page&gt;You haven&#8217;t met Zango, my assistant, by chance? An indolent sort? Short, slovenly, rather unreliable-seeming?&lt;hpage&gt;I have not, sir. I am curious though about the equipment you have here, and the blue liquid contained within. What study consumes you?&lt;page&gt;Ahh yes! So this miraculous substance intrigues you too! A wonder beyond wonders, miracle made material!&lt;page&gt;Plasmium! A naturally occurring elixir with no equal! It heals wounds and strengthens shells! I suspect it can even defy death itself!&lt;hpage&gt;Plasmium, you call it? I have encountered its like before, or else a substance of remarkable similarity...&lt;page&gt;Highly unlikely! The grey and barren soil of the mainland could never produce something as singular as this, and that is undisputable fact.&lt;page&gt;Plasmium was first discovered by my master at the farthest edge of Pharloom, hidden deep in salt-stricken waters. I brought it to these caves under her direction, to study how it flourishes in a foreign place.&lt;page&gt;Now! To my work I must return! Unless you have further interest in my precious Plasmium, or chance upon my truant assistant, kindly leave me in peace!",哦？一张新脸！我希望在这里打扰吗？我在这些扭曲的隧道中正在进行重要的研究，无法分心！一种懒惰的人？先生，简短，懒惰，不可靠地看待？我很好奇您在这里拥有的设备以及其中包含的蓝色液体。什么研究消耗了您？因此，这种奇迹的物质也吸引了您！超越奇迹，奇迹制作了材料！＆lt; page＆gt;浆质！天然存在的长生不老药，没有平等！它可以治愈伤口并增强壳！我怀疑它甚至可以无视死亡本身！我遇到了以前遇到的，否则是一种显着相似之处的实质...大陆的灰色和贫瘠的土壤永远无法产生如此单一的东西，这是无可争议的事实。我将其带到她的指导下，研究它如何在外国的地方繁荣发展。我的工作必须回来！除非您对我的宝贵质膜或我的逃学助手有进一步的兴趣，否则请让我和平！
BS_SIT_REFILL_ACCEPT,There... more. Let it seep deep into your shell... do not begrudge the pain...,在那里...更多。让它渗入您的外壳中...不要害怕痛苦...
BS_SIT_QUEST1_CANCOMPLETE,The Pure Plasmium... you have it. I can... smell it on you.,纯质质子...你有。我可以...在你身上闻到它。
BS_SIT_QUEST2_COMPLETE_2,Through consumption of the blood... we shall at last attain enlightenment...&lt;page&gt;For your reward... take the gland from within my shell... my gift to you.&lt;page&gt;I have no more need of it... and it shall grant you... unending reserves of Plasmium...&lt;page&gt;Yes... Plasmium. Pure... beautiful... Plasmium...,通过消耗鲜血...我们最终将获得启蒙...＆lt; page＆gt;为您的回报...从我的外壳中拿起腺体...我给您的礼物。纯净...美丽...浆质...
BLUE_SCIENTIST_CANCOMPLETE,Assistant! How goes your work? Have you extracted a sufficient amount of Plasmium for me?,助手！您的工作如何？您是否为我提取了足够数量的质膜？
BLUE_SCIENTIST_ACCEPT_ZANGO,"Excellent! With two bugs at the task, the rate of discovery shall greatly increase!&lt;page&gt;Now! Before he went and died, my previous assistant seeded the warrens below with Plasmium buds.&lt;page&gt;The buds should be ripening as we speak and the nectar within must be extracted before they reach maturity.&lt;page&gt;With the right tool in claw, collecting the nectar is an easy process. I&#8217;ll even lend you my own Needle Phial for the job.&lt;page&gt;Once you locate a bud, simply charge the Phial until readied, then release its needle into a bud&#8217;s core. Do it right, and it&#8217;ll suck out the nectar in one clean pop!&lt;page&gt;Return them to me when you&#8217;ve retrieved the necessary samples. With the right nectar, and the right testing, Plasmium can reveal even more of its wondrous properties!",出色的！有两个错误的任务，发现速度将大大提高！＆lt; page＆gt;现在！在他去世之前，我以前的助手在下面的沃伦斯（Warrens）播种了质子芽。我甚至将您自己的针phial借给您。做对了，然后它会在一个干净的流行音乐中吸取花蜜！有了正确的花蜜和正确的测试，浆可能会揭示更多其奇妙的特性！
BLUE_SCIENTIST_REFUSE,"Are you so enchanted by the Plasmium that you will not part with it? You are more like that dolt Zango than I first thought!&lt;page&gt;Its enlightenings are beyond your meagre mind! Give me the phial, assistant, or the deeper secrets of this substance will never be revealed!",您是否对浆液如此迷人，以至于不会分开它？您比我最初想到的更像是Dolt Zango！永远不会透露我的这种物质的植物，助手或更深层次的秘密！
BS_SIT_REFILL_OFFER,Aahhh... and you have been using your Plasmium... good. Let me replenish your reserve...,aahhh ...您一直在使用质子质...好。让我补充您的储备...
BS_SIT_QUEST1_COMPLETE_2,"Now. Share the discovery... Take this Plasmium Phial... Plunge it deep. Feel its vigour soak your shell...&lt;page&gt;If more is needed... If the Plasmium runs dry... return. Visit me again... That you may live, long... my loyal assistant.",现在。分享发现...以这种质膜质量...陷入深度。如果需要更多的话，感觉它的活力浸泡了您的外壳...再次拜访我...你可能活着，很久...我的忠实助手。
