Key,EN,ZH
HH_PATRON_RIGHT_TALK_1,"Hoy... sister! I&#8217;m sat here all bent and bedraggled, but you look fresh as the day you was hatched!&lt;page&gt;How do you fare so well in these drenched and dangerous lands? Maybe you got a secret you could share?&lt;hpage&gt;None that would offer easy aid, good bug. Whatever luck or savvy brought you this far, may it continue on your journey.",嘿……小姐！我这破甲壳疼得我直不起腰，你的倒鲜亮得像是刚破卵而出！&lt;page&gt;在这种鬼地方你怎么保养的？有啥秘诀能透露不？&lt;hpage&gt;没有什么秘诀，在这种地方只能靠自己，无论靠的是运气还是智慧。
HH_BARTENDER_NECTAR_DECLINE,"&lt;hpage&gt;For now, bartender, I cannot spare so many rosaries.&lt;page&gt;Suit yourself. Maybe you&#8217;d rather a pour of the cheap stuff? Give your shell a kick before you head out into our blighted lands.",&lt;hpage&gt;酒保先生，眼下我拿不出这么多念珠。&lt;page&gt;没关系，那来盏便宜货？出发前给自己壮壮胆。
HH_BARTENDER_BELLHARTHAUNTED,"&lt;hpage&gt;My travels took me through a town beside your moors, in a vein of old bells. Its residents are bound upon a vicious thread.&lt;page&gt;Ahh. So Pharloom&#8217;s curse has strung&#8217;em tight. A frightful thing. Word&#8217;d long gone silent from over their way.&lt;hpage&gt;I suggest you pass warning to your patrons, bartender. If they&#8217;re travelling the bellside paths, best they give that place wide berth.&lt;page&gt;Aye. I&#8217;ll let&#8217;em know, traveller, though in these cursed times, does any safe path still exist?",&lt;hpage&gt;我路过了一个位于古老钟脉里的小镇，就在这片沼泽旁边，那里的居民全被凶恶的丝线缠绕着。&lt;page&gt;啊……纺络的诅咒把那儿的虫子紧紧束缚，可怕得很。那镇上很久就没有音讯传出来过了。&lt;hpage&gt;酒保先生，我建议你提醒客人们，若是要走钟脉边的小道，务必离那地方远点。&lt;page&gt;没问题，旅行者。不过话说回来，如今这世道哪还有安全的路哟。
HH_BARTENDER_CURSED_REPEAT,"Best be visiting that doctor right quick, miss! She&#8217;s up there, at the top of the moors, over toward the bellvein.&lt;page&gt;Her methods might be suspect, but you&#8217;re lookin&#8217; sorely in need of service.",小姐，您最好赶紧去看医生！就在沼泽顶部的钟脉附近。&lt;page&gt;虽然她的治疗方法很是邪乎，但您这身子骨可拖不起。
HH_PATRON_LEFT_TALK_REPEAT,"Might have taken me a beat to build the courage, but I can feel it, closer now... the Citadel calling me up.",我可能得多喝点才能鼓足勇气，继续上路了。但我能感觉到，圣堡离我更近了……它在顶上呼唤我呢。
HH_BARTENDER_QUEST_COMPLETE,"&lt;hpage&gt;Here is the Ragpelt, sir. I hope the amount is sufficient for your work.&lt;page&gt;Aye. This should be enough. Once I find a quiet moment, I&#8217;ll get straight to building that mighty scarecraw.&lt;page&gt;With a little luck, my roof should be clear of those pests when next you pass by. Thank you kindly, traveller!",&lt;hpage&gt;酒保先生，这些是你要的破毛皮。希望足够帮你制作稻草人。&lt;page&gt;够了够了！等我腾出手就去扎稻草人。&lt;page&gt;运气好的话，待你下次路过时，房顶应该已经清静了。衷心感谢你，旅者！
HH_BARTENDER_QUEST_ACTIVE,"If you&#8217;re collecting Ragpelt from the crawbugs, those young&#8217;ns above here&#8217;ll be slim pickings. It&#8217;s the mature craws you want, over by the watermound. They&#8217;ll drop the stuff a-plenty.&lt;page&gt;Course you&#8217;ll need to do some pointed persuading if you&#8217;re planning to separate rag from bug...",要收集腐囊虫的破毛皮，房顶那些小崽子可不够用。去水丘旁边找成年腐囊虫，它们身上有更多的货。&lt;page&gt;当然，你得用点&#8220;尖锐&#8221;的手段，才能让它们乖乖交出毛皮……
HH_BARTENDER_NECTAR_GOT,"You&#8217;re back, miss! Heard a little commotion below. I trust everything went... erm, smoothly?&lt;hpage&gt;&lt;hpage&gt;Sir, your cellar seems to have an ant problem. I assume, in sending me down, it merely slipped your mind to mention?&lt;page&gt;Ah... Oh yes! Well with your weapon, and talent, and what... I&#8217;m sure they didn&#8217;t pose a problem? Ahem.&lt;page&gt;And why! I see you&#8217;ve collected your prize, so we&#8217;ve both come out well from the trade!&lt;page&gt;Enjoy your nectar, miss. No simple pilgrim will ever taste a drop so fine.",小姐，您回来啦！底下动静不小……没出什么岔子吧？&lt;hpage&gt;&lt;hpage&gt;先生，你家地窖闹蚂蚁，怎么不提前知会？&lt;page&gt;哎！您这身手……小小蚂蚁肯定不在话下嘛！是吧？&lt;page&gt;啊哈！我看您也得到了战利品，这笔交易对咱们双方都算得上圆满！&lt;page&gt;小姐，好好享受这瓶蜜露吧。这滋味普通的朝圣者可尝不着。
HH_BARTENDER_DECLINE_QUEST,"Ahh. Fair enough, traveller. You&#8217;ve clearly got your own tasks to be on with. I&#8217;ll manage, no doubt.",唉，理解理解。你毕竟有要事在身，我再想想办法吧。
HH_BARTENDER_QUEST_COMPLETE_2,"As payment goes, I&#8217;ve got something I think you&#8217;d make good use of. A spare crafting kit.&lt;page&gt;I&#8217;d been holding onto it for someone else, but they&#8217;ve been gone long enough now I know they won&#8217;t be returning.",酬劳的话，我这有个东西，您应该能用得上——一个多余的制作匣。&lt;page&gt;本来这是要留给别人的，但那位怕是已经回不来了。
HH_BARTENDER_QUEST_COMPLETE_3,&lt;hpage&gt;Thank you sir. This is a worthy trade for my work. My tools shall attain an even sharper edge.,&lt;hpage&gt;多谢先生。这东西对我很有帮助，我的工具将更加锋锐。
HH_PATRON_RIGHT_TALK_REPEAT,My sore shell will cease tormenting me once I reach the Citadel. It&#8217;s sung that all ails are healed just as soon as we step beyond the Grand Gate...,现在疼就疼点吧，等我到达圣堡，这一切都不是问题了。据说所有的痛苦都会在迈入巨扉圣门后烟消云散……
HH_BARTENDER_NECTAR_ACCEPT,"Aye. A fair trade. The aged stuff&#8217;s down at the bottom of the cellar.&lt;page&gt;I&#8217;ll trust you to collect only the vessel you&#8217;re owed. I&#8217;d be grabbing it myself, but it&#8217;s become a hard climb for my stiffened shell.",好嘞，成交。陈酿在地窖最底层。&lt;page&gt;我这副甲壳现在僵硬了不少，不方便上上下下的。劳烦您自个儿去取。我相信您是不会多拿的，对吧？
HH_BARTENDER_RUMOUR_1,"S&#8217;only those few stronger pilgrims that survive to reach my home now... Pharloom&#8217;s curse claims the rest. Poor sods, left to wander.&lt;page&gt;I do sometimes get to wondering... Is it the dregs of their own mind in there keepin&#8217;em walking, or something else entirely...?",如今能来到我这儿的，大多是足够强大的朝圣者……剩下的都被纺络的诅咒害成游魂了。&lt;page&gt;我有时候会想……是他们自己残存的意识在支撑行走呢，还是别的什么鬼东西在作祟……？
HH_BARTENDER_RUMOUR_2,"Bellhart, over the moors, a great town I&#8217;ve heard it once was, heart of the path&#8217;n all, right smack in the middle of these midlands.&lt;page&gt;Now its all a&#8217;crumble... And that brittle vein of bells is crawling with nasties. Ain&#8217;t no place left in Pharloom that can fairly claim to offer safety.",这片沼泽上方的钟心镇，当年可是个了不得的地方。位于整个中部地区的腹地，被称为朝圣之路的&#8220;心脏&#8221;。&lt;page&gt;如今全垮了……那儿的钟脉里爬满脏东西。纺络早没安全地界啦。
HH_BARTENDER_RUMOUR_3,"You visited them pens up above here, miss? Horrid place, once all about growing meat or some such. Meant to keep us moorbugs livin&#8217;, and working, its told...&lt;page&gt;That damned place&#8217;s long gone to the Haunting. And now the meat&#8217;s running feral and free.",小姐，去过上头那个养殖场没？可怕的地方。早先是搞正经蟑螂肉养殖的——为了喂饱我们这些沼泽虫，好让我们认真工作……&lt;page&gt;那鬼地方早被丝咒侵占了。现在，养的蟑螂全都跑出来撒野。
HH_BARTENDER_QUEST_CANCOMPLETE,"Welcome back, traveller. How&#8217;d you get along with collecting the Ragpelt from those mangy crawbugs? Their squawking and crooing up there is starting to wear mightily on my patrons!",旅行者，你回来啦？破毛皮收集得怎么样？屋顶上叽叽喳喳吵个没完，我的老顾客们都要跑光了！
HH_BARTENDER_DRINK_PROMPT,Buy a drink?,要喝点什么吗？
HH_BARTENDER_QUEST_DECLINEPELTS,"Hmm, holding on to them eh? I won&#8217;t ask why, but I&#8217;d sure appreciate it if you reconsider.",嗯……不打算交给我？虽然不知道原因，但求您发发善心，再考虑考虑。
HH_BARTENDER_NECTAR_PAID,"Planning to grab that Vintage Nectar? You passed a fair bundle of rosaries for the bottle so I figured you&#8217;ll be eager to see it yours.&lt;page&gt;The old stuff&#8217;s down there, at the bottom of the cellar. I&#8217;ll keep the trap open for you, just be swift.",准备去取陈年蜜露了吗？您可为它付了不少念珠，我想您肯定也急着将它收入囊中。&lt;page&gt;陈酿在地窖的底层，地窖门给您开着，麻烦您手脚麻利点。
HH_BARTENDER_GREET,"Harh! Well met, traveller. Lookin for a drink, or a rest, or both?&lt;hpage&gt;Fair greetings, good bug. The warmth of your hearth is welcome upon these wet plains.&lt;page&gt;Aye. It&#8217;s a damp climb through these parts. Used to be just pilgrims trekkin&#8217; my way, but odd times these are, and you ain&#8217;t even the strangest shell wandering about.&lt;page&gt;A rowdy old warrior stopped through not long back, caused quite a scene, and now a young lass&#8217;s taken up lodging in my top room.&lt;page&gt;The lass mentioned she&#8217;s on the look-out for sharp types like yourself. Maybe pay her a visit, if you haven&#8217;t already?",哈！贵客临门。想来盏蜜露，还是歇个脚，或者两样都要？&lt;hpage&gt;这地方真是不错。这湿漉漉的平原上，最缺你这里暖烘烘的炉火。&lt;page&gt;是啊，这地界爬上来可不容易。早先只有朝圣者路过，如今世道古怪，连您这副稀罕甲壳都到处晃悠。&lt;page&gt;前阵子有个老战士在我这儿闹腾得欢，这几天顶层客房又住进个小姑娘。&lt;page&gt;那姑娘正想找您这样的利落角色，有空不妨上楼瞧瞧？
HH_BARTENDER_ACCEPT_QUEST,"Excellent, excellent! Let&#8217;s give those mangy craws the fright of their lives! Hah!&lt;page&gt;All I need is some Ragpelt from the crawbugs themselves. Hunt &#8216;em down, collect their pelts, and bring me back a heap of the stuff. I&#8217;ll do the rest!",好极了！让那群臭腐囊虫见识见识，什么叫吓破胆！哈！&lt;page&gt;我需要腐囊虫身上的破毛皮作为材料。劳烦您宰些腐囊虫，取一些它们的破毛皮来。剩下的交给我！
HH_BARTENDER_QUEST_ACTIVE_2,"The sooner you&#8217;ve collected that Ragpelt the better. I can&#8217;t have those pests killing more potential guests.&lt;page&gt;Business is slow enough already, and clearing corpses ain&#8217;t no fun at all.",赶紧把破毛皮弄来吧，越快越好。不能再让它们杀害我的潜在客户们了。&lt;page&gt;本来生意就不算好，收拾虫尸还费劲！
HH_BARTENDER_REPEAT_ACT3,"Wantin&#8217; for a drink, traveller? Might soon be the end for all&#8217;o us, so no need to go easy on the nectar.",旅行者，要来喝一盏吗？反正大伙都快完蛋了，今朝有蜜今朝醉噢。
HH_BARTENDER_OFFER_QUEST_WISHWALL,"&lt;hpage&gt;Barkeep, I have seen your request on the bell town&#8217;s wishwall. What assistance are you seeking?&lt;page&gt;Ah! Perfect! You&#8217;re the able sort that&#8217;ll make short work of the task.&lt;page&gt;The problem is those blasted craws atop here. My roof is fast becoming their cosy nest! Now they&#8217;ve grown so bold they&#8217;re starting to attack pilgrims as they pass.&lt;hpage&gt;Would you simply have me slay them? Your sturdy shell seems more than up to that task.&lt;page&gt;If only it were so simple. Kill the ones above and more just keep coming. It&#8217;s the warmth of this home you see. Draws &#8216;em right in.&lt;page&gt;I&#8217;m looking for a long-term solution. A scarecraw! I&#8217;ll build the biggest there&#8217;s ever been, so fearsome it&#8217;ll keep those craws away for good!&lt;page&gt;All I need is some Ragpelt from the crawbugs themselves. Hunt &#8216;em down, collect their pelts, and bring me back a heap of the stuff. I&#8217;ll do the rest!",&lt;hpage&gt;酒保先生，我看见钟心镇祈愿墙上有你的委托。所为何事？&lt;page&gt;啊！太好了！可算找着行家了！&lt;page&gt;您看到房顶上那群腐囊虫了吗？它们快把我这儿当成自己的窝了！最近胆子越来越肥，已经开始攻击过路的朝圣者了。&lt;hpage&gt;你是想直接把它们杀光？看你这身强健的甲壳，办这事应该不费劲吧？&lt;page&gt;要这么简单就好了。杀完一茬又来一茬，全怪我这酒馆太暖和，招虫子。&lt;page&gt;得想个一劳永逸的办法——扎个巨型稻草人！保准吓得它们再不敢靠近！&lt;page&gt;我需要腐囊虫身上的破毛皮作为材料。劳烦您宰些腐囊虫，取一些它们的破毛皮来。剩下的交给我！
